hotel,city,nation,reviewer,vote
Terrapin Apartments, Noosa,Australia,tassieBerlin,10.0
Terrapin Apartments, Noosa,Australia, GlamTraveler,2.0
Terrapin Apartments, Noosa,Australia, Jabawoklok,10.0
Terrapin Apartments, Noosa,Australia, bkoffman,10.0
Terrapin Apartments, Noosa,Australia, MayS811,10.0
Terrapin Apartments, Noosa,Australia,Jonathan M,1.0
Comfort Hotel East Melbourne, Melbourne,Australia,Melanie C,4.0
Comfort Hotel East Melbourne, Melbourne,Australia, Alan R,2.0
Comfort Hotel East Melbourne, Melbourne,Australia, Andrew A,6.0
Comfort Hotel East Melbourne, Melbourne,Australia, Danyelle  P,2.0
Comfort Hotel East Melbourne, Melbourne,Australia, Donna Waters,4.0
Comfort Hotel East Melbourne, Melbourne,Australia,Barbara B,0.0
Mantra Heritage Port Douglas, Port Douglas,Australia,Emma S,8.0
Mantra Heritage Port Douglas, Port Douglas,Australia, Craig C,10.0
Mantra Heritage Port Douglas, Port Douglas,Australia, Magdalena4879,10.0
Mantra Heritage Port Douglas, Port Douglas,Australia, Discover541593,10.0
Mantra Heritage Port Douglas, Port Douglas,Australia, Andrew I,6.0
Mantra Heritage Port Douglas, Port Douglas,Australia,Pimpampai,6.0
Coral Towers Holiday Suites, Cairns,Australia,Ian G,10.0
Coral Towers Holiday Suites, Cairns,Australia, Wayne T,4.0
Coral Towers Holiday Suites, Cairns,Australia, Barbara H,2.0
Coral Towers Holiday Suites, Cairns,Australia, Lexy R,10.0
Coral Towers Holiday Suites, Cairns,Australia, MichiMet,8.0
Coral Towers Holiday Suites, Cairns,Australia,Selinah,2.0
Welcome Stranger Hotel, Hobart,Australia,Petergrant,6.0
Welcome Stranger Hotel, Hobart,Australia, jnodar,4.0
Welcome Stranger Hotel, Hobart,Australia, TrumpkinandGimli,8.0
Welcome Stranger Hotel, Hobart,Australia, Suzan H,10.0
Welcome Stranger Hotel, Hobart,Australia, Wayne T,8.0
Welcome Stranger Hotel, Hobart,Australia,Rodolphe T,3.0
Mantra Crown Towers Surfers Paradise, Gold Coast,Australia,Lorette D,2.0
Mantra Crown Towers Surfers Paradise, Gold Coast,Australia, tskel,10.0
