hotel,city,nation,reviewer,vote
Ferienpark Alpina,Inzell,Deutschland,Jader G,6.0
Ferienpark Alpina,Inzell,Deutschland,Jader G,6.0
Landgasthof Müller,Bad,Deutschland,tinekeMaastricht,10.0
Landgasthof Müller,Bad,Deutschland,Jader G,6.0
Landgasthof Müller,Bad,Deutschland,Prof. SH,2.0
Landgasthof Müller,Bad,Deutschland,Kati_reist,3.0
Hotel Froschkönig Kassel,Kassel,Deutschland,reisespass,10.0
Hotel Froschkönig Kassel,Kassel,Deutschland, Peter L,6.0
Hotel Froschkönig Kassel,Kassel,Deutschland, Flo M,2.0
Hotel Froschkönig Kassel,Kassel,Deutschland, PeterPiper756,2.0
Hotel Froschkönig Kassel,Kassel,Deutschland, Yvi L,2.0
Hotel Froschkönig Kassel,Kassel,Deutschland,Omatilla,0.0
Hotel Froschkönig Kassel,Kassel,Deutschland,Anneliese M,6.0
Hotel Froschkönig Kassel,Kassel,Deutschland,Thomas Miller,0.0
Hotel & Restaurant Wienburg,Münster,Deutschland,Chris S,2.0
Hotel & Restaurant Wienburg,Münster,Deutschland, misery17,10.0
Hotel & Restaurant Wienburg,Münster,Deutschland, Jan T,6.0
Hotel & Restaurant Wienburg,Münster,Deutschland, Wutzki E,2.0
Hotel & Restaurant Wienburg,Münster,Deutschland, die_Gourmands,10.0
Hotel & Restaurant Wienburg,Münster,Deutschland,BBoehme44,0.0
Hotel & Restaurant Wienburg,Münster,Deutschland,Explore763945,7.0
Hotel & Restaurant Wienburg,Münster,Deutschland,Verča,9.0
Hotel Kleine Auszeit,Sankt,Deutschland,Walter D,10.0
Hotel Kleine Auszeit,Sankt,Deutschland, maikemar,8.0
Hotel Kleine Auszeit,Sankt,Deutschland, caro0414,10.0
Hotel Kleine Auszeit,Sankt,Deutschland, cschaf285270,10.0
Hotel Kleine Auszeit,Sankt,Deutschland, jsteue240084,10.0
Hotel Kleine Auszeit,Sankt,Deutschland,ollith,3.0
Hotel Kleine Auszeit,Sankt,Deutschland,Anneliese M,0.0
Hotel Kleine Auszeit,Sankt,Deutschland,Kati_reist,8.0
schickSAAL,Lübeck,Deutschland,Jens,10.0
schickSAAL,Lübeck,Deutschland, Yelnats,10.0
schickSAAL,Lübeck,Deutschland, Kotkan Eva,10.0
schickSAAL,Lübeck,Deutschland, Esse N,10.0
schickSAAL,Lübeck,Deutschland, Yasemin S,10.0
schickSAAL,Lübeck,Deutschland,Prof. SH,6.0
schickSAAL,Lübeck,Deutschland,Verča,0.0
schickSAAL,Lübeck,Deutschland,Thomas Miller,0.0
Apart-hotel Klara,Timmendorfer,Deutschland,Margarethe S,10.0
Apart-hotel Klara,Timmendorfer,Deutschland, Daniela R,10.0
Apart-hotel Klara,Timmendorfer,Deutschland, Olaf S,8.0
Apart-hotel Klara,Timmendorfer,Deutschland, DennisHahn,6.0
Apart-hotel Klara,Timmendorfer,Deutschland, Eleonora P,8.0
Apart-hotel Klara,Timmendorfer,Deutschland,ollith,1.0
Apart-hotel Klara,Timmendorfer,Deutschland,Lior P,5.0
Apart-hotel Klara,Timmendorfer,Deutschland,nederlandsegulden,4.0
Kloster Arenberg,Koblenz,Deutschland,Klockala,10.0
Kloster Arenberg,Koblenz,Deutschland, tine971,10.0
Kloster Arenberg,Koblenz,Deutschland, ixapyc,10.0
Kloster Arenberg,Koblenz,Deutschland, 00peppermintpatty00,10.0
Kloster Arenberg,Koblenz,Deutschland, mej0rdan,8.0
Kloster Arenberg,Koblenz,Deutschland,Kati_reist,4.0
Kloster Arenberg,Koblenz,Deutschland,Explore763945,7.0
Kloster Arenberg,Koblenz,Deutschland,Explore763945,6.0
Gästehaus Bach,Bad,Deutschland,mustang83,10.0
Gästehaus Bach,Bad,Deutschland,Thomas Miller,1.0
Gästehaus Bach,Bad,Deutschland,eithne e,0.0
Gästehaus Bach,Bad,Deutschland,NAW_Newbury,6.0
Hotel Das Bad Rain,Oberstaufen,Deutschland,Wilhelm H.,10.0
Hotel Das Bad Rain,Oberstaufen,Deutschland, Sigrid Fiutak,10.0
Hotel Das Bad Rain,Oberstaufen,Deutschland, Werner H,10.0
Hotel Das Bad Rain,Oberstaufen,Deutschland, MGL,10.0
Hotel Das Bad Rain,Oberstaufen,Deutschland, Michael W,10.0
Hotel Das Bad Rain,Oberstaufen,Deutschland,Kati_reist,5.0
Hotel Das Bad Rain,Oberstaufen,Deutschland,BBoehme44,5.0
Hotel Das Bad Rain,Oberstaufen,Deutschland,Anneliese M,5.0
Hotel Am Deich, Norden,Deutschland,Axel v,6.0
Hotel Am Deich, Norden,Deutschland, Siamosolonoi,6.0
Hotel Am Deich, Norden,Deutschland, Dagmar T,10.0
Hotel Am Deich, Norden,Deutschland, meritlimra,6.0
Hotel Am Deich, Norden,Deutschland, rafaela1951,10.0
Hotel Am Deich, Norden,Deutschland,ollith,4.0
Hotel Am Deich, Norden,Deutschland,Explore763945,7.0
Hotel Am Deich, Norden,Deutschland,Andrea B,2.0
Pension Waldeck, Rügen,Deutschland,Grit A,10.0
Pension Waldeck, Rügen,Deutschland, malhiermalda2015,8.0
Pension Waldeck, Rügen,Deutschland, FSchlagwein,8.0
Pension Waldeck, Rügen,Deutschland, Christy F,10.0
Pension Waldeck, Rügen,Deutschland, MoLuSo,8.0
Pension Waldeck, Rügen,Deutschland,ollith,1.0
Pension Waldeck, Rügen,Deutschland,Anneliese M,5.0
Pension Waldeck, Rügen,Deutschland,Prof. SH,8.0
Haus Grenzenlos,Oberstaufen,Deutschland,Peter W,10.0
Haus Grenzenlos,Oberstaufen,Deutschland, Axel B,10.0
Haus Grenzenlos,Oberstaufen,Deutschland,Prof. SH,9.0
