hotel,city,nation,reviewer,vote
Camping Au Fil De L'Oô,Bagnères-de-Luchon,France, Dominique B,2.0
Camping Au Fil De L'Oô,Bagnères-de-Luchon,France, clayu,6.0
Camping Au Fil De L'Oô,Bagnères-de-Luchon,France, Yves D,10.0
Camping Au Fil De L'Oô,Bagnères-de-Luchon,France,Herens47,9.0
Domitys Sophia,nan,France,Vincent1984,6.0
Domitys Sophia,nan,France, Xmax42,6.0
Domitys Sophia,nan,France,ggilles2017,9.0
Home Dome,Clermont-Ferrand,France,ZANDO76,8.0
Home Dome,Clermont-Ferrand,France, Myskin1982,2.0
Home Dome,Clermont-Ferrand,France, Rosenoisettes,6.0
Home Dome,Clermont-Ferrand,France, Cindy F,4.0
Home Dome,Clermont-Ferrand,France, louloute1711,6.0
Home Dome,Clermont-Ferrand,France,JEAN-JACQUESAVIS,2.0
Canto Cigalo,nan,France,Odile L,8.0
Canto Cigalo,nan,France, Valdorf,8.0
Canto Cigalo,nan,France, vanessanice06,10.0
Canto Cigalo,nan,France, FAN62,10.0
Canto Cigalo,nan,France, Christiane L,8.0
Canto Cigalo,nan,France,Pierre H,4.0
Chalet Le Refuge,Montvalezan,France,Patrick,4.0
Chalet Le Refuge,Montvalezan,France, Benebio,8.0
Chalet Le Refuge,Montvalezan,France, Sébastien L,8.0
Chalet Le Refuge,Montvalezan,France, Corinel99,10.0
Chalet Le Refuge,Montvalezan,France, 684hervek,8.0
Chalet Le Refuge,Montvalezan,France,Nico0987,4.0
Villa Bel Air,nan,France,Alexandre B,10.0
Villa Bel Air,nan,France, Bordeaux_scoubi,10.0
Villa Bel Air,nan,France, D_P,10.0
Villa Bel Air,nan,France, piermoreau,10.0
Villa Bel Air,nan,France, Marianne L,10.0
Villa Bel Air,nan,France,jean michel d,1.0
Maison Bella Vista,Corse,France,jeansavoielibre,10.0
Maison Bella Vista,Corse,France, Elise d,10.0
Maison Bella Vista,Corse,France, Sewerinakkwi,10.0
Maison Bella Vista,Corse,France, Pascalebp,10.0
Maison Bella Vista,Corse,France, PEGGY M,10.0
Maison Bella Vista,Corse,France,Maryne G,5.0
Kaliforni Surf Camp Biarritz,nan,France,bpox,4.0
Kaliforni Surf Camp Biarritz,nan,France,Maryne G,8.0
Hisseo,Rennes,France,Lydirose r,10.0
Hisseo,Rennes,France, tinotoca,10.0
Hisseo,Rennes,France, Elicalule,6.0
Hisseo,Rennes,France, Carole L,8.0
Hisseo,Rennes,France,Marie G,3.0
Le Jardin de Josseline,Amboise,France,rnijhoff,10.0
Le Jardin de Josseline,Amboise,France, Lolottelanantaise,10.0
Le Jardin de Josseline,Amboise,France, Jean Pierre D,2.0
Le Jardin de Josseline,Amboise,France, pierre j,10.0
Le Jardin de Josseline,Amboise,France, Katia L,8.0
Le Jardin de Josseline,Amboise,France,Maryne G,7.0
Les Agapes,Aix-les-Bains,France,KevinDoyle,10.0
Les Agapes,Aix-les-Bains,France,Pierre H,4.0
Hotel La Boulangerie,Grimaud,France,Benbi,10.0
Hotel La Boulangerie,Grimaud,France, Morgane B,10.0
Hotel La Boulangerie,Grimaud,France, cory92700,10.0
Hotel La Boulangerie,Grimaud,France, Yann L,8.0
Hotel La Boulangerie,Grimaud,France, annfl0,10.0
Hotel La Boulangerie,Grimaud,France,jean michel d,3.0
Chambres D'Hôtes Le Vignaud,"['Brantôme', 'en']",France,fvanvlem,8.0
Chambres D'Hôtes Le Vignaud,"['Brantôme', 'en']",France, Jose,8.0
Chambres D'Hôtes Le Vignaud,"['Brantôme', 'en']",France,jean michel d,4.0
Le Lamartine,Saumur,France,Camille R,6.0
Le Lamartine,Saumur,France, lolo42170,8.0
Le Lamartine,Saumur,France, mab,4.0
Le Lamartine,Saumur,France, Catherine D,6.0
Le Lamartine,Saumur,France, isadan.,6.0
Le Lamartine,Saumur,France,ggilles2017,5.0
"Hotel Si Particulier, Annecy.",Annecy,France,Ehab R,2.0
"Hotel Si Particulier, Annecy.",Annecy,France,jean michel d,4.0
Tempolodge,['La'],France,TeeshaaAzn,4.0
Tempolodge,['La'],France, Laurent B,4.0
Tempolodge,['La'],France, Rémi C,4.0
Tempolodge,['La'],France, Xavier B,6.0
Tempolodge,['La'],France, Alex_Delphine,6.0
Tempolodge,['La'],France,Martial D,6.0
L'Olivette des Alberes,Argelès-sur-mer,France,Elizabeth S,10.0
L'Olivette des Alberes,Argelès-sur-mer,France, Michel C,8.0
L'Olivette des Alberes,Argelès-sur-mer,France, magali g,8.0
L'Olivette des Alberes,Argelès-sur-mer,France, Matth1973,10.0
L'Olivette des Alberes,Argelès-sur-mer,France, mbcerise2018,10.0
L'Olivette des Alberes,Argelès-sur-mer,France,allocmoikar1,7.0
Dormirachartres,Chartres,France,REBONIN,6.0
Dormirachartres,Chartres,France, michellavignasse,10.0
Dormirachartres,Chartres,France, clyves44,10.0
Dormirachartres,Chartres,France, Bazit O,8.0
Dormirachartres,Chartres,France, gilles L,8.0
Dormirachartres,Chartres,France,SunBunny9999,7.0
"UCPA La Plagne ""Le France""",Aime,France,Bill a,10.0
"UCPA La Plagne ""Le France""",Aime,France, Martín C,10.0
"UCPA La Plagne ""Le France""",Aime,France, NessyDavid,10.0
"UCPA La Plagne ""Le France""",Aime,France, Anaël,10.0
"UCPA La Plagne ""Le France""",Aime,France, Golf de la Poud... S,10.0
"UCPA La Plagne ""Le France""",Aime,France,Infrequentluncher,9.0
Le George Sand,Dieppe,France,marghe74,2.0
