hotel,city,nation,reviewer,vote
Hostal Sonia,Granada,España, Ducan McLeod,6.0
Hostal Sonia,Granada,España, Nuria G,10.0
Hostal Sonia,Granada,España,Peachgirl1217,4.0
Hostal Sonia,Granada,España,MON x MON,9.0
Hostal Sonia,Granada,España,Osvaldo F,4.0
AC Hotel Colon Valencia,Valencia,España,Sergio V,8.0
AC Hotel Colon Valencia,Valencia,España, Xavier H,8.0
AC Hotel Colon Valencia,Valencia,España, Susy C,8.0
AC Hotel Colon Valencia,Valencia,España, Siana Picatoste,8.0
AC Hotel Colon Valencia,Valencia,España, AliciaGH,10.0
AC Hotel Colon Valencia,Valencia,España,Noelia M,1.0
AC Hotel Colon Valencia,Valencia,España,Antonio D,7.0
AC Hotel Colon Valencia,Valencia,España,Peachgirl1217,6.0
Dalia Apartments,Mar,España,SugaR_Nineta,6.0
Dalia Apartments,Mar,España, monkey857,2.0
Dalia Apartments,Mar,España, Horațiu M,4.0
Dalia Apartments,Mar,España,Noelia M,8.0
Dalia Apartments,Mar,España,Kees v,3.0
Dalia Apartments,Mar,España,Peachgirl1217,4.0
Canaima Apartments,Canaria,España,mperez744372,10.0
Canaima Apartments,Canaria,España, PaulaGranCanaria,6.0
Canaima Apartments,Canaria,España, Dani,8.0
Canaima Apartments,Canaria,España, sramos483902,6.0
Canaima Apartments,Canaria,España, Meander36730183304,10.0
Canaima Apartments,Canaria,España,CELIO GINES G,8.0
Canaima Apartments,Canaria,España,Yanira,0.0
Canaima Apartments,Canaria,España,viajeroDonostia,8.0
Sodium Boutique Hotel,Menorca,España,Giancarlo R,10.0
Sodium Boutique Hotel,Menorca,España, Miguel,10.0
Sodium Boutique Hotel,Menorca,España, Nicebaby,10.0
Sodium Boutique Hotel,Menorca,España, vvmartin,10.0
Sodium Boutique Hotel,Menorca,España, Silvia C,8.0
Sodium Boutique Hotel,Menorca,España,Laly B,8.0
Sodium Boutique Hotel,Menorca,España,MON x MON,4.0
Sodium Boutique Hotel,Menorca,España,CELIO GINES G,9.0
B-Hotel,Barcelona,España,carlesgv,10.0
B-Hotel,Barcelona,España, A S,10.0
B-Hotel,Barcelona,España, alr788,10.0
B-Hotel,Barcelona,España, Global710367,10.0
B-Hotel,Barcelona,España, MdeMarion,10.0
B-Hotel,Barcelona,España,Noelia M,7.0
B-Hotel,Barcelona,España,Peachgirl1217,0.0
B-Hotel,Barcelona,España,Francisca M,3.0
Apartamentos Principado Mediterraneo,Benidorm,España,Devil-Scooter-666,2.0
Apartamentos Principado Mediterraneo,Benidorm,España, Lidia F,2.0
Apartamentos Principado Mediterraneo,Benidorm,España, DebbieBurlo,2.0
Apartamentos Principado Mediterraneo,Benidorm,España, Michael619,6.0
Apartamentos Principado Mediterraneo,Benidorm,España, mariaT8093MG,6.0
Apartamentos Principado Mediterraneo,Benidorm,España,Laly B,2.0
Apartamentos Principado Mediterraneo,Benidorm,España,Yanira,5.0
Apartamentos Principado Mediterraneo,Benidorm,España,Kees v,8.0
Finca Isabel,Lanzarote,España,inmapallaresicart,10.0
Finca Isabel,Lanzarote,España, elenachinita,10.0
Finca Isabel,Lanzarote,España, Adolfo G,10.0
Finca Isabel,Lanzarote,España, d33j,10.0
Finca Isabel,Lanzarote,España, valdegas,10.0
Finca Isabel,Lanzarote,España,Antonio D,2.0
Finca Isabel,Lanzarote,España,Francisca M,7.0
Finca Isabel,Lanzarote,España,Eva HP,8.0
Apartamentos Bellimar,Canaria,España,maria a,2.0
Apartamentos Bellimar,Canaria,España, ravive80,8.0
Apartamentos Bellimar,Canaria,España, Grifta,8.0
Apartamentos Bellimar,Canaria,España,Paula P,4.0
Apartamentos Bellimar,Canaria,España,Antonio D,5.0
Apartamentos Bellimar,Canaria,España,viajeroDonostia,2.0
Casa de Hilario,Lanzarote,España,I❤️Travel,10.0
Casa de Hilario,Lanzarote,España, Manuel,2.0
Casa de Hilario,Lanzarote,España, Alojera,10.0
Casa de Hilario,Lanzarote,España, Perales23,10.0
Casa de Hilario,Lanzarote,España, gfr1963,10.0
Casa de Hilario,Lanzarote,España,Antonio D,9.0
Casa de Hilario,Lanzarote,España,ConstanzaT,9.0
Casa de Hilario,Lanzarote,España,Fernando R,5.0
Golden Tulip Barcelona,Barcelona,España,Fernando V,10.0
Golden Tulip Barcelona,Barcelona,España, Sandra Arriaga,10.0
Golden Tulip Barcelona,Barcelona,España, dcablo,10.0
Golden Tulip Barcelona,Barcelona,España, daniclio,10.0
Golden Tulip Barcelona,Barcelona,España, danpereira,6.0
Golden Tulip Barcelona,Barcelona,España,Eva HP,8.0
Golden Tulip Barcelona,Barcelona,España,Antonio D,1.0
Golden Tulip Barcelona,Barcelona,España,Laly B,7.0
The Westin Valencia,Valencia,España,Desanvi,2.0
The Westin Valencia,Valencia,España, Danialborch3,10.0
The Westin Valencia,Valencia,España, Adrian G,2.0
The Westin Valencia,Valencia,España, Isabel,6.0
The Westin Valencia,Valencia,España, AGARR,2.0
The Westin Valencia,Valencia,España,Osvaldo F,3.0
The Westin Valencia,Valencia,España,Yanira,4.0
The Westin Valencia,Valencia,España,CELIO GINES G,2.0
OttoH Charm Stay,Valencia,España,Isabel L,10.0
OttoH Charm Stay,Valencia,España, Gonzalo A,8.0
OttoH Charm Stay,Valencia,España, Marta R,10.0
OttoH Charm Stay,Valencia,España, The_Coach55,8.0
OttoH Charm Stay,Valencia,España, Auntymable,8.0
OttoH Charm Stay,Valencia,España,Mitas75,9.0
OttoH Charm Stay,Valencia,España,Francisca M,3.0
OttoH Charm Stay,Valencia,España,Cami B,3.0
Pension Terminal,Málaga,España,sandra2011555,8.0
Pension Terminal,Málaga,España, luistort,4.0
Pension Terminal,Málaga,España, Juana Mary,8.0
Pension Terminal,Málaga,España, rakel d,2.0
Pension Terminal,Málaga,España, Jle F,8.0
Pension Terminal,Málaga,España,Vacation557141,3.0
Pension Terminal,Málaga,España,ConstanzaT,9.0
Pension Terminal,Málaga,España,Fernando R,0.0
HG Cristian Sur Apartments,Tenerife,España,pefrapaca,8.0
HG Cristian Sur Apartments,Tenerife,España, Arayy G,6.0
HG Cristian Sur Apartments,Tenerife,España, Jesus p,6.0
HG Cristian Sur Apartments,Tenerife,España, Mis Old S,6.0
HG Cristian Sur Apartments,Tenerife,España, Cris E,8.0
HG Cristian Sur Apartments,Tenerife,España,Peachgirl1217,8.0
HG Cristian Sur Apartments,Tenerife,España,ConstanzaT,1.0
HG Cristian Sur Apartments,Tenerife,España,Osvaldo F,0.0
Camping Sènia Cala Canyelles,Mar,España,lydia_el,2.0
Camping Sènia Cala Canyelles,Mar,España, apolo,10.0
Camping Sènia Cala Canyelles,Mar,España, Mariamlb90,10.0
Camping Sènia Cala Canyelles,Mar,España, ESTEVE R,6.0
Camping Sènia Cala Canyelles,Mar,España, jordi b,2.0
Camping Sènia Cala Canyelles,Mar,España,mgutierrezherencia,6.0
Camping Sènia Cala Canyelles,Mar,España,Laly B,1.0
Camping Sènia Cala Canyelles,Mar,España,MON x MON,9.0
Paraiso Ten Apartments,Benidorm,España,jose ramon m,10.0
Paraiso Ten Apartments,Benidorm,España, Joel M,4.0
Paraiso Ten Apartments,Benidorm,España, Deb0ra2,10.0
Paraiso Ten Apartments,Benidorm,España, B A,4.0
