hotel,city,nation,reviewer,vote
River Breamish Caravan and Motorhome Club Site,Alnwick,England,hawkes2an,10.0
River Breamish Caravan and Motorhome Club Site,Alnwick,England,NorthStar,8.0
River Breamish Caravan and Motorhome Club Site,Alnwick,England,Kelly,1.0
River Breamish Caravan and Motorhome Club Site,Alnwick,England,Paul210668,2.0
Algarve Guesthouse,Weston-super-Mare,England,jm0962,10.0
Algarve Guesthouse,Weston-super-Mare,England, jeanthorndyke2,10.0
Algarve Guesthouse,Weston-super-Mare,England, topher196745,10.0
Algarve Guesthouse,Weston-super-Mare,England, 127Lin,10.0
Algarve Guesthouse,Weston-super-Mare,England, justin A,8.0
Algarve Guesthouse,Weston-super-Mare,England,Steve W,6.0
Algarve Guesthouse,Weston-super-Mare,England,Lisa433,0.0
Algarve Guesthouse,Weston-super-Mare,England,Steve W,1.0
Duchy Rag House B&B,Swindon,England,Christian B,10.0
Duchy Rag House B&B,Swindon,England, Rose S,10.0
Duchy Rag House B&B,Swindon,England, MelaleucaPhil,10.0
Duchy Rag House B&B,Swindon,England, Go798801,2.0
Duchy Rag House B&B,Swindon,England, Carol A,10.0
Duchy Rag House B&B,Swindon,England,ivan,4.0
Duchy Rag House B&B,Swindon,England,ivan,0.0
Duchy Rag House B&B,Swindon,England,amigo123,1.0
Port Mor Campsite,Port,England,Bunkry Loon,10.0
Port Mor Campsite,Port,England, Ellie,10.0
Port Mor Campsite,Port,England, Timothy Winn,10.0
Port Mor Campsite,Port,England, sundials0ft,8.0
Port Mor Campsite,Port,England, Guy M,8.0
Port Mor Campsite,Port,England,NorthStar,6.0
Port Mor Campsite,Port,England,Steve W,7.0
Port Mor Campsite,Port,England,Chris P,8.0
Alpha Guest House,Bristol,England,B\u0026B,10.0
Alpha Guest House,Bristol,England, John R Texiera,8.0
Alpha Guest House,Bristol,England, robbieDD,2.0
Alpha Guest House,Bristol,England, Ben G,10.0
Alpha Guest House,Bristol,England, Marvin B,2.0
Alpha Guest House,Bristol,England,Rachel7Mary7ū,6.0
Alpha Guest House,Bristol,England,Bibi Z,9.0
Alpha Guest House,Bristol,England,Kelly,6.0
Merritt House,Paignton,England,joy C,10.0
Merritt House,Paignton,England, MarkT,10.0
Merritt House,Paignton,England, malcstanley,10.0
Merritt House,Paignton,England, kevinmoses3,10.0
Merritt House,Paignton,England, DamienLee79,10.0
Merritt House,Paignton,England,Kelly,4.0
Merritt House,Paignton,England,rachielou74,3.0
Merritt House,Paignton,England,Phillcervantes,7.0
Mornish Schoolhouse,Calgary,England,Susan S,8.0
Mornish Schoolhouse,Calgary,England, Mark R,10.0
Mornish Schoolhouse,Calgary,England, Robin M,10.0
Mornish Schoolhouse,Calgary,England, mujicat72,10.0
Mornish Schoolhouse,Calgary,England, AllyPally81,8.0
Mornish Schoolhouse,Calgary,England,Stephen D,7.0
Mornish Schoolhouse,Calgary,England,Rachel7Mary7ū,8.0
Mornish Schoolhouse,Calgary,England,Paul210668,4.0
Chester House,Plymouth,England,jacqueliner726,10.0
Chester House,Plymouth,England, sheru_d,8.0
Chester House,Plymouth,England, suziejoe2016,10.0
Chester House,Plymouth,England, shaunh933,2.0
Chester House,Plymouth,England, Andrew k,10.0
Chester House,Plymouth,England,traveller1,8.0
Chester House,Plymouth,England,Steve W,3.0
Chester House,Plymouth,England,Bibi Z,3.0
Marine Lodge,Penzance,England,Gisela,10.0
Marine Lodge,Penzance,England, ANN B,10.0
Marine Lodge,Penzance,England, Michele_and_Sam,10.0
Marine Lodge,Penzance,England, BerkshireDanni,10.0
Marine Lodge,Penzance,England, Karen L,10.0
Marine Lodge,Penzance,England,Phillcervantes,0.0
Marine Lodge,Penzance,England,Gillian C,2.0
Marine Lodge,Penzance,England,rachielou74,4.0
Divine Light Centre B&B,Glastonbury,England,Fiona T,10.0
Divine Light Centre B&B,Glastonbury,England, Lilnsabi,10.0
