hotel,city,nation,reviewer,vote
Motel One Edinburgh-Royal,Edinburgh,England,MrsB0128,10.0
Motel One Edinburgh-Royal,Edinburgh,England, Mexico Bride,10.0
Motel One Edinburgh-Royal,Edinburgh,England, Lesley D,10.0
Motel One Edinburgh-Royal,Edinburgh,England, hahsgg,10.0
Motel One Edinburgh-Royal,Edinburgh,England, Lisa R,6.0
Motel One Edinburgh-Royal,Edinburgh,England,SamAnderson1987,9.0
Motel One Edinburgh-Royal,Edinburgh,England,Phillcervantes,4.0
Motel One Edinburgh-Royal,Edinburgh,England,ericgreenhalgh,1.0
Plas Coch Guest House,Snowdonia,England,Emily Harvey,10.0
Plas Coch Guest House,Snowdonia,England, Sandra J,10.0
Plas Coch Guest House,Snowdonia,England, Louise S,10.0
Plas Coch Guest House,Snowdonia,England, BenMcAvoy,10.0
Plas Coch Guest House,Snowdonia,England, Lisa S,10.0
Plas Coch Guest House,Snowdonia,England,ericgreenhalgh,6.0
Plas Coch Guest House,Snowdonia,England,NorthStar,0.0
Plas Coch Guest House,Snowdonia,England,ericgreenhalgh,3.0
Denmore Guest House,Aberdeen,England,GlendaH,10.0
Denmore Guest House,Aberdeen,England, Chip T,10.0
Denmore Guest House,Aberdeen,England, Syed4motion,8.0
Denmore Guest House,Aberdeen,England, Lynda S,10.0
Denmore Guest House,Aberdeen,England, ojh909,10.0
Denmore Guest House,Aberdeen,England,SuttonScouser,1.0
Denmore Guest House,Aberdeen,England,Lisa433,5.0
Denmore Guest House,Aberdeen,England,Chris P,7.0
The Gamekeeper's Inn,Yorkshire,England,EandT2010,10.0
The Gamekeeper's Inn,Yorkshire,England, Mark O,8.0
The Gamekeeper's Inn,Yorkshire,England, Bianca P,6.0
The Gamekeeper's Inn,Yorkshire,England, Wendy W,10.0
The Gamekeeper's Inn,Yorkshire,England, paul h,10.0
The Gamekeeper's Inn,Yorkshire,England,Glenda C,9.0
The Gamekeeper's Inn,Yorkshire,England,ericgreenhalgh,6.0
The Gamekeeper's Inn,Yorkshire,England,SamAnderson1987,6.0
Bimini Guest House,Aberdeen,England,Rodger-Dodger123,10.0
Bimini Guest House,Aberdeen,England, Gary H,10.0
Bimini Guest House,Aberdeen,England, Robyn A,8.0
Bimini Guest House,Aberdeen,England, LouB0404,10.0
Bimini Guest House,Aberdeen,England, Ian F,10.0
Bimini Guest House,Aberdeen,England,SamAnderson1987,7.0
Bimini Guest House,Aberdeen,England,Gillian C,3.0
Bimini Guest House,Aberdeen,England,SamAnderson1987,5.0
Bing Lea Hotel,Blackpool,England,thebock,10.0
Bing Lea Hotel,Blackpool,England, VictorianGent,10.0
Bing Lea Hotel,Blackpool,England, Stephen B,10.0
Bing Lea Hotel,Blackpool,England, Jade J,10.0
Bing Lea Hotel,Blackpool,England, Henry M,10.0
Bing Lea Hotel,Blackpool,England,traveller1,4.0
Bing Lea Hotel,Blackpool,England,SuttonScouser,8.0
Bing Lea Hotel,Blackpool,England,Steve W,2.0
Nurseries Caravan Park,York,England,Angie Denford,10.0
Nurseries Caravan Park,York,England, Jay,10.0
Nurseries Caravan Park,York,England, Andrew42sara,10.0
Nurseries Caravan Park,York,England, bringmesunshine11,8.0
Nurseries Caravan Park,York,England, Kimberley J,10.0
Nurseries Caravan Park,York,England,SamAnderson1987,1.0
Nurseries Caravan Park,York,England,Kelly,0.0
Nurseries Caravan Park,York,England,Rachel7Mary7ū,5.0
Nine Elms,Birmingham,England,CordeliaCastle,10.0
Nine Elms,Birmingham,England, Helen G,10.0
Nine Elms,Birmingham,England, SMC,8.0
Nine Elms,Birmingham,England, serkiki S,6.0
Nine Elms,Birmingham,England, SWFCdave,8.0
Nine Elms,Birmingham,England,SuttonScouser,8.0
Nine Elms,Birmingham,England,Stephen D,8.0
Nine Elms,Birmingham,England,Paul210668,2.0
Raikes Acre,Yorkshire,England,Mary H,8.0
Raikes Acre,Yorkshire,England, stevejones47,10.0
Raikes Acre,Yorkshire,England, lab51431,10.0
Raikes Acre,Yorkshire,England, Karen W,10.0
Raikes Acre,Yorkshire,England, AnneKLeeds,10.0
Raikes Acre,Yorkshire,England,Lisa433,5.0
Raikes Acre,Yorkshire,England,ivan,8.0
Raikes Acre,Yorkshire,England,Gillian C,7.0
Egroeg B&B,Waternish,England,Sophie Armstrong David,10.0
Egroeg B&B,Waternish,England, Thomas,10.0
Egroeg B&B,Waternish,England, Anna N,10.0
Egroeg B&B,Waternish,England, Elene C,10.0
Egroeg B&B,Waternish,England, mariechristinerobert,10.0
Egroeg B&B,Waternish,England,Bibi Z,3.0
Egroeg B&B,Waternish,England,ericgreenhalgh,0.0
Egroeg B&B,Waternish,England,Chris P,4.0
B&B at Old Mill,Peak,England,Lex R,10.0
B&B at Old Mill,Peak,England, Casterbridge,10.0
B&B at Old Mill,Peak,England, thebashstreetkid,10.0
B&B at Old Mill,Peak,England, travellerme,10.0
B&B at Old Mill,Peak,England, tony-travller,10.0
B&B at Old Mill,Peak,England,ivan,5.0
B&B at Old Mill,Peak,England,Chris P,6.0
B&B at Old Mill,Peak,England,Kelly,1.0
South Place Hotel,London,England,Aug63,10.0
South Place Hotel,London,England, OandP_nomads,10.0
South Place Hotel,London,England, Valeria F,10.0
South Place Hotel,London,England, Andrew Smith,10.0
South Place Hotel,London,England, Kate,10.0
South Place Hotel,London,England,ericgreenhalgh,0.0
South Place Hotel,London,England,Steve W,7.0
South Place Hotel,London,England,SamAnderson1987,3.0
Crescent Gate Hotel,Manchester,England,Tadeusz L,8.0
Crescent Gate Hotel,Manchester,England, missysassy,8.0
Crescent Gate Hotel,Manchester,England, Keith923,6.0
Crescent Gate Hotel,Manchester,England, Ashfaq J,2.0
Crescent Gate Hotel,Manchester,England, BruceHunter,6.0
Crescent Gate Hotel,Manchester,England,SuttonScouser,0.0
Crescent Gate Hotel,Manchester,England,traveller1,7.0
Crescent Gate Hotel,Manchester,England,Chris P,8.0
Ashen Bank B&B,Brockenhurst,England,chaz12016,10.0
Ashen Bank B&B,Brockenhurst,England, Steve T,10.0
Ashen Bank B&B,Brockenhurst,England, klb152018,10.0
Ashen Bank B&B,Brockenhurst,England, RayDevon,10.0
Ashen Bank B&B,Brockenhurst,England, walkernorthdowns,10.0
Ashen Bank B&B,Brockenhurst,England,NorthStar,0.0
Ashen Bank B&B,Brockenhurst,England,Chris P,0.0
Ashen Bank B&B,Brockenhurst,England,Steve W,1.0
Pennycroft Guest House,Yorkshire,England,dubz,10.0
Pennycroft Guest House,Yorkshire,England, Phil B,10.0
Pennycroft Guest House,Yorkshire,England, Sharon F,10.0
Pennycroft Guest House,Yorkshire,England, David V,10.0
Pennycroft Guest House,Yorkshire,England, jim1980_11,10.0
Pennycroft Guest House,Yorkshire,England,NorthStar,5.0
