hotel,city,nation,reviewer,vote
Houseboat Hotels,Sheffield,England, Julie M,10.0
Houseboat Hotels,Sheffield,England, Luladalton,10.0
Houseboat Hotels,Sheffield,England, 5051234,10.0
Houseboat Hotels,Sheffield,England,ivan,1.0
Houseboat Hotels,Sheffield,England,Rachel7Mary7ū,5.0
Houseboat Hotels,Sheffield,England,Glenda C,2.0
Loch View Bed & Breakfast,Portree,England,Sand_Dollars_11,10.0
Loch View Bed & Breakfast,Portree,England, Golan S,10.0
Loch View Bed & Breakfast,Portree,England, jamessadler01,10.0
Loch View Bed & Breakfast,Portree,England, NICK L,10.0
Loch View Bed & Breakfast,Portree,England, Jim S,10.0
Loch View Bed & Breakfast,Portree,England,Bibi Z,6.0
Loch View Bed & Breakfast,Portree,England,Paul210668,8.0
Loch View Bed & Breakfast,Portree,England,Rachel7Mary7ū,1.0
The Miclaran,Shanklin,England,GerryG,10.0
The Miclaran,Shanklin,England, Cafeman,10.0
The Miclaran,Shanklin,England, Lesley C,10.0
The Miclaran,Shanklin,England, Hayley K,10.0
The Miclaran,Shanklin,England, Phillip M,10.0
The Miclaran,Shanklin,England,Lisa433,6.0
The Miclaran,Shanklin,England,Gillian C,8.0
The Miclaran,Shanklin,England,SamAnderson1987,5.0
The Newcastle Hotel,Newcastle,England,David H,6.0
The Newcastle Hotel,Newcastle,England, Jord P,2.0
The Newcastle Hotel,Newcastle,England, Millicent The Magnificent,6.0
The Newcastle Hotel,Newcastle,England, Martin C,2.0
The Newcastle Hotel,Newcastle,England, Val B,10.0
The Newcastle Hotel,Newcastle,England,Kelly,7.0
The Newcastle Hotel,Newcastle,England,Steve W,4.0
The Newcastle Hotel,Newcastle,England,Glenda C,5.0
The Croft B&B,Lincoln,England,Peter G,8.0
The Croft B&B,Lincoln,England, urmantrude,10.0
The Croft B&B,Lincoln,England, Tim W,10.0
The Croft B&B,Lincoln,England,Paul210668,5.0
The Croft B&B,Lincoln,England,traveller1,3.0
The Croft B&B,Lincoln,England,NorthStar,5.0
Rocqueberg View Guest House,JE2,England,Michael E,10.0
Rocqueberg View Guest House,JE2,England, david p,10.0
Rocqueberg View Guest House,JE2,England, jackwilton,4.0
Rocqueberg View Guest House,JE2,England, levantzawn,8.0
Rocqueberg View Guest House,JE2,England, Lionsmaid,8.0
Rocqueberg View Guest House,JE2,England,SuttonScouser,1.0
Rocqueberg View Guest House,JE2,England,Kelly,8.0
Rocqueberg View Guest House,JE2,England,amigo123,2.0
Aln Valley Cottages,Alnwick,England,Susan C,6.0
Aln Valley Cottages,Alnwick,England, ian m,10.0
Aln Valley Cottages,Alnwick,England, EnglandJules,10.0
Aln Valley Cottages,Alnwick,England, alidennis,10.0
Aln Valley Cottages,Alnwick,England, katbrown12,8.0
Aln Valley Cottages,Alnwick,England,ivan,9.0
Aln Valley Cottages,Alnwick,England,Phillcervantes,1.0
Aln Valley Cottages,Alnwick,England,Rachel7Mary7ū,9.0
Conference View Guest House,Harrogate,England,Deborah G,8.0
Conference View Guest House,Harrogate,England, tonyscarr,10.0
