hotel,city,nation,reviewer,vote
Red Roof Inn Corpus Christi South, Corpus Christi,USA, Lorry T,2.0
Red Roof Inn Corpus Christi South, Corpus Christi,USA, Justin F,8.0
Red Roof Inn Corpus Christi South, Corpus Christi,USA,leecaston,2.0
Rodeway Inn, San Jose,USA,Roselyn R,8.0
Rodeway Inn, San Jose,USA, pkberner,2.0
Rodeway Inn, San Jose,USA,DWRockford,8.0
VIxie's Victorian Villa B&B, Rapid City,USA,Jorjan L,4.0
VIxie's Victorian Villa B&B, Rapid City,USA, Thomas F,10.0
VIxie's Victorian Villa B&B, Rapid City,USA,Ellen S,9.0
Solitude Cabins, Estes Park,USA,lindyg79,10.0
Solitude Cabins, Estes Park,USA, chicks_rule,10.0
Solitude Cabins, Estes Park,USA, jimvet1826,10.0
Solitude Cabins, Estes Park,USA, traveler,10.0
Solitude Cabins, Estes Park,USA, daniellekc1231,10.0
Solitude Cabins, Estes Park,USA,TrailBlazer14740,4.0
Hidden Springs Bed and Breakfast, Eureka Springs,USA,goodtimestraveler,10.0
Hidden Springs Bed and Breakfast, Eureka Springs,USA, trffp,10.0
Hidden Springs Bed and Breakfast, Eureka Springs,USA, sappy traveler,10.0
Hidden Springs Bed and Breakfast, Eureka Springs,USA, ranchersdaughter,10.0
Hidden Springs Bed and Breakfast, Eureka Springs,USA, Addison Anoro,10.0
Hidden Springs Bed and Breakfast, Eureka Springs,USA,Valerie S,7.0
Jersey City Bed & Breakfast, Jersey City,USA,729paulh1976,8.0
Jersey City Bed & Breakfast, Jersey City,USA, Freedom581643,10.0
Jersey City Bed & Breakfast, Jersey City,USA, Andrea R,8.0
Jersey City Bed & Breakfast, Jersey City,USA, Randi M,8.0
Jersey City Bed & Breakfast, Jersey City,USA, lisa b,10.0
Jersey City Bed & Breakfast, Jersey City,USA,Vlhq,7.0
Super 8 by Wyndham Tulsa/Downtown/East, Tulsa,USA,iceicebaby R,2.0
Super 8 by Wyndham Tulsa/Downtown/East, Tulsa,USA, valerielee55,10.0
Super 8 by Wyndham Tulsa/Downtown/East, Tulsa,USA, Sightsee44832360969,2.0
Super 8 by Wyndham Tulsa/Downtown/East, Tulsa,USA, walterb874,10.0
Super 8 by Wyndham Tulsa/Downtown/East, Tulsa,USA, Jade24,10.0
Super 8 by Wyndham Tulsa/Downtown/East, Tulsa,USA,Kylie H,7.0
Chavez Crossing Group Campground, Sedona,USA,Shakraz,10.0
Chavez Crossing Group Campground, Sedona,USA, TheLillsdotcom,10.0
Chavez Crossing Group Campground, Sedona,USA,Ellen S,6.0
The Hollised House, Key West,USA,berrioshilda,8.0
The Hollised House, Key West,USA, Doug F,6.0
The Hollised House, Key West,USA, robster90,4.0
The Hollised House, Key West,USA,TrailBlazer14740,3.0
Chico Basin Ranch, Colorado Springs,USA,Jenna G,10.0
Chico Basin Ranch, Colorado Springs,USA, Jenny F,10.0
Chico Basin Ranch, Colorado Springs,USA, Becky Bunnell,10.0
Chico Basin Ranch, Colorado Springs,USA, Anya Isabella,10.0
Chico Basin Ranch, Colorado Springs,USA, Zara,10.0
Chico Basin Ranch, Colorado Springs,USA,Ellen S,5.0
Hanalei Colony Resort, Kauai,USA,KingSanDiego,10.0
Hanalei Colony Resort, Kauai,USA, Will V,10.0
Hanalei Colony Resort, Kauai,USA, HuskerTraveler2,8.0
Hanalei Colony Resort, Kauai,USA, H2k,10.0
Hanalei Colony Resort, Kauai,USA, Lauren C,10.0
Hanalei Colony Resort, Kauai,USA,Gloria19147,1.0
"Country Inn & Suites by Radisson, Chattanooga-Lookout Mountain", Chattanooga,USA,deereb74,6.0
"Country Inn & Suites by Radisson, Chattanooga-Lookout Mountain", Chattanooga,USA, Joe Y,10.0
"Country Inn & Suites by Radisson, Chattanooga-Lookout Mountain", Chattanooga,USA, lisanjeru,4.0
"Country Inn & Suites by Radisson, Chattanooga-Lookout Mountain", Chattanooga,USA, Sherry K,10.0
"Country Inn & Suites by Radisson, Chattanooga-Lookout Mountain", Chattanooga,USA, MartyAnn711,8.0
"Country Inn & Suites by Radisson, Chattanooga-Lookout Mountain", Chattanooga,USA,karen m,7.0
Seward KOA, Seward,USA,Just Jodi,10.0
Seward KOA, Seward,USA, WenH,10.0
Seward KOA, Seward,USA, Foodsthegame,8.0
Seward KOA, Seward,USA, Pris F,10.0
Seward KOA, Seward,USA, MDV,6.0
Seward KOA, Seward,USA,Valerie S,8.0
Route 66 Inn, Amarillo,USA,SusanandJeff65,6.0
Route 66 Inn, Amarillo,USA, Lindalindy2018,4.0
Route 66 Inn, Amarillo,USA, Missy,10.0
Route 66 Inn, Amarillo,USA, rachel l,2.0
Route 66 Inn, Amarillo,USA, 56Betty56,8.0
Route 66 Inn, Amarillo,USA,leecaston,8.0
Lift Line by ResortQuest, Park City,USA,Shannon B,2.0
Lift Line by ResortQuest, Park City,USA,TrailBlazer14740,8.0
Coyote Bend Cottage,Homer,USA,madgardner,10.0
Coyote Bend Cottage,Homer,USA,Gloria19147,3.0
Red Carpet Inn Hot Springs, Hot Springs,USA,BKSMOKE22,10.0
Red Carpet Inn Hot Springs, Hot Springs,USA, madisonpendergraft,2.0
Red Carpet Inn Hot Springs, Hot Springs,USA, Josefism,2.0
Red Carpet Inn Hot Springs, Hot Springs,USA, aprilreisma,4.0
Red Carpet Inn Hot Springs, Hot Springs,USA, PieCity,4.0
Red Carpet Inn Hot Springs, Hot Springs,USA,8Hazel8,3.0
A Swan Nest Inn, Seward,USA,KevinandChris2015,8.0
A Swan Nest Inn, Seward,USA, Lena R,10.0
A Swan Nest Inn, Seward,USA, FDinger,10.0
A Swan Nest Inn, Seward,USA, Leslie C,6.0
A Swan Nest Inn, Seward,USA, Giridhar B,10.0
A Swan Nest Inn, Seward,USA,Filip K,2.0
Ramada by Wyndham Santa Fe, Santa Fe,USA,Shehzad Ali,2.0
Ramada by Wyndham Santa Fe, Santa Fe,USA, dreambigoften,2.0
Ramada by Wyndham Santa Fe, Santa Fe,USA, Adventurer64361,8.0
Ramada by Wyndham Santa Fe, Santa Fe,USA, Lisa Z,2.0
Ramada by Wyndham Santa Fe, Santa Fe,USA, EDWIN J,6.0
Ramada by Wyndham Santa Fe, Santa Fe,USA,8Hazel8,9.0
Back Forty of Fredericksburg, Fredericksburg,USA,BobbyN153,4.0
Back Forty of Fredericksburg, Fredericksburg,USA, dpotter57,2.0
Back Forty of Fredericksburg, Fredericksburg,USA, Lauren,10.0
Back Forty of Fredericksburg, Fredericksburg,USA, RBless,2.0
Back Forty of Fredericksburg, Fredericksburg,USA, Debra W,8.0
Back Forty of Fredericksburg, Fredericksburg,USA,karen m,2.0
27 Blake Street, Asheville,USA,Corinne Marie,10.0
27 Blake Street, Asheville,USA, Christemcg,10.0
27 Blake Street, Asheville,USA, Demetra M,10.0
27 Blake Street, Asheville,USA, Richard S,10.0
27 Blake Street, Asheville,USA, bfly766,10.0
27 Blake Street, Asheville,USA,Gloria19147,8.0
Philadelphia Marriott Old City, Philadelphia,USA,Franfran,2.0
Philadelphia Marriott Old City, Philadelphia,USA, AdamMRB,8.0
Philadelphia Marriott Old City, Philadelphia,USA, Robin T,10.0
Philadelphia Marriott Old City, Philadelphia,USA, Susan F,10.0
Philadelphia Marriott Old City, Philadelphia,USA, Eva L,10.0
Philadelphia Marriott Old City, Philadelphia,USA,TrailBlazer14740,3.0
Travelodge by Wyndham Anaheim Convention Center, Anaheim,USA,colormebluefp,2.0
Travelodge by Wyndham Anaheim Convention Center, Anaheim,USA, jaggSF,2.0
Travelodge by Wyndham Anaheim Convention Center, Anaheim,USA, Nelmay43,8.0
Travelodge by Wyndham Anaheim Convention Center, Anaheim,USA, jmo02,2.0
Travelodge by Wyndham Anaheim Convention Center, Anaheim,USA, caseybyous,2.0
Travelodge by Wyndham Anaheim Convention Center, Anaheim,USA,DWRockford,0.0
Kenwood Lodge Motel, Hollywood,USA,KayTKay1104,6.0
Kenwood Lodge Motel, Hollywood,USA, aryan122,8.0
Kenwood Lodge Motel, Hollywood,USA,Marilyn4me,3.0
Gifford House Inn, Provincetown,USA,visitingfamil,4.0
Gifford House Inn, Provincetown,USA, lady58_11,8.0
Gifford House Inn, Provincetown,USA, Ily,8.0
Gifford House Inn, Provincetown,USA, kthcst,8.0
Gifford House Inn, Provincetown,USA, Bob  O,8.0
Gifford House Inn, Provincetown,USA,Johan K,3.0
Lake View Inn Lake George, Lake George,USA,Trip717861,2.0
Lake View Inn Lake George, Lake George,USA, Alissa W,2.0
Lake View Inn Lake George, Lake George,USA, ckeefe69,2.0
Lake View Inn Lake George, Lake George,USA, izzyissy,2.0
Lake View Inn Lake George, Lake George,USA, bhoban2002,4.0
Lake View Inn Lake George, Lake George,USA,TrailBlazer14740,1.0
Manayunk Chambers Guest House, Philadelphia,USA,roxi1017,10.0
Manayunk Chambers Guest House, Philadelphia,USA, jane f,10.0
Manayunk Chambers Guest House, Philadelphia,USA, damendolare,10.0
Manayunk Chambers Guest House, Philadelphia,USA, DetroitMom48088,10.0
Manayunk Chambers Guest House, Philadelphia,USA, Colleen H,8.0
Manayunk Chambers Guest House, Philadelphia,USA,Johan K,0.0
Courtyard Santa Fe, Santa Fe,USA,Susan B,4.0
Courtyard Santa Fe, Santa Fe,USA, Chad N,2.0
Courtyard Santa Fe, Santa Fe,USA, Mish_the_Fish,6.0
Courtyard Santa Fe, Santa Fe,USA, Leigh S,2.0
Courtyard Santa Fe, Santa Fe,USA, Cliff K,8.0
Courtyard Santa Fe, Santa Fe,USA,Valerie S,9.0
Grey Rock Inn, Mount Desert Island,USA,SundanceandRio,10.0
Grey Rock Inn, Mount Desert Island,USA, Iggygriff,10.0
Grey Rock Inn, Mount Desert Island,USA, fmtbebuck,4.0
Grey Rock Inn, Mount Desert Island,USA, Malthus500,10.0
Grey Rock Inn, Mount Desert Island,USA, SallyAS,6.0
Grey Rock Inn, Mount Desert Island,USA,Troy T,1.0
Red Roof Inn - Richmond South, Richmond,USA,BrownBagLunch,4.0
Red Roof Inn - Richmond South, Richmond,USA, Diane W,8.0
Red Roof Inn - Richmond South, Richmond,USA, Sara T,4.0
Red Roof Inn - Richmond South, Richmond,USA, JIMLOM,2.0
Red Roof Inn - Richmond South, Richmond,USA, AMA,2.0
Red Roof Inn - Richmond South, Richmond,USA,Caitlin Newlie,8.0
Sandbridge Dunes, Virginia Beach,USA,Jeff A,8.0
Sandbridge Dunes, Virginia Beach,USA, Harper L,10.0
Sandbridge Dunes, Virginia Beach,USA, Kim B,10.0
Sandbridge Dunes, Virginia Beach,USA, andrew k,2.0
Sandbridge Dunes, Virginia Beach,USA, Tammy R,10.0
Sandbridge Dunes, Virginia Beach,USA,Valerie S,1.0
Holiday Inn Express & Suites Pigeon Forge, Pigeon Forge,USA,Kayaker1117,10.0
Holiday Inn Express & Suites Pigeon Forge, Pigeon Forge,USA, TooManyAbbotts,10.0
Holiday Inn Express & Suites Pigeon Forge, Pigeon Forge,USA, Walklady,10.0
Holiday Inn Express & Suites Pigeon Forge, Pigeon Forge,USA, Gal S.,10.0
Holiday Inn Express & Suites Pigeon Forge, Pigeon Forge,USA, Rascal G,8.0
Holiday Inn Express & Suites Pigeon Forge, Pigeon Forge,USA,Robert J,9.0
Microtel Inn & Suites by Wyndham Knoxville, Knoxville,USA,Kimberly A,8.0
Microtel Inn & Suites by Wyndham Knoxville, Knoxville,USA, Doug from Maryland,10.0
Microtel Inn & Suites by Wyndham Knoxville, Knoxville,USA, mindyh1,4.0
Microtel Inn & Suites by Wyndham Knoxville, Knoxville,USA, Mark S,4.0
Microtel Inn & Suites by Wyndham Knoxville, Knoxville,USA, Fannie P,4.0
Microtel Inn & Suites by Wyndham Knoxville, Knoxville,USA,Marilyn4me,1.0
Silver Cliff Village, Park City,USA,ShetlandCrescent,8.0
Silver Cliff Village, Park City,USA, Kim T,10.0
Silver Cliff Village, Park City,USA, traveldb,10.0
Silver Cliff Village, Park City,USA, Safia H,10.0
Silver Cliff Village, Park City,USA, melissakristin19,8.0
Silver Cliff Village, Park City,USA,TrailBlazer14740,2.0
Travelers Inn, Clearwater,USA,SamP,10.0
Travelers Inn, Clearwater,USA, Paul L,2.0
Travelers Inn, Clearwater,USA, Katherine G,8.0
Travelers Inn, Clearwater,USA, DrjkovarikTeqeusta,6.0
Travelers Inn, Clearwater,USA, ROBERT V,2.0
Travelers Inn, Clearwater,USA,8Hazel8,1.0
Grande Villas at World Golf Village, St. Augustine,USA,mariacastelli2019,10.0
Grande Villas at World Golf Village, St. Augustine,USA, sg22020,6.0
Grande Villas at World Golf Village, St. Augustine,USA, Pepa969,6.0
Grande Villas at World Golf Village, St. Augustine,USA, Chuck T,10.0
Grande Villas at World Golf Village, St. Augustine,USA, Carleen0683,10.0
Grande Villas at World Golf Village, St. Augustine,USA,Mark L,2.0
Knollwood Lodge Hot Springs Arkansas, Hot Springs,USA,Erica B,10.0
Knollwood Lodge Hot Springs Arkansas, Hot Springs,USA, Jan Kitson,10.0
Knollwood Lodge Hot Springs Arkansas, Hot Springs,USA, C Ledford,10.0
Knollwood Lodge Hot Springs Arkansas, Hot Springs,USA, rosy0109,10.0
Knollwood Lodge Hot Springs Arkansas, Hot Springs,USA, mctoni821,2.0
Knollwood Lodge Hot Springs Arkansas, Hot Springs,USA,Valerie S,8.0
Motel 6 Santa Barbara - Beach, Santa Barbara,USA,Oscar B,10.0
Motel 6 Santa Barbara - Beach, Santa Barbara,USA, Darrell2999,10.0
Motel 6 Santa Barbara - Beach, Santa Barbara,USA, Marlen,8.0
Motel 6 Santa Barbara - Beach, Santa Barbara,USA, Agnieszka V,2.0
Motel 6 Santa Barbara - Beach, Santa Barbara,USA, Firehousecat,8.0
Motel 6 Santa Barbara - Beach, Santa Barbara,USA,TrailBlazer14740,2.0
"The Edwin Hotel, Autograph Collection", Chattanooga,USA,adamc1017,10.0
"The Edwin Hotel, Autograph Collection", Chattanooga,USA, Andrew R,10.0
"The Edwin Hotel, Autograph Collection", Chattanooga,USA, Anna_Sweden_777,10.0
"The Edwin Hotel, Autograph Collection", Chattanooga,USA, Sally M,10.0
"The Edwin Hotel, Autograph Collection", Chattanooga,USA, Debra L,10.0
"The Edwin Hotel, Autograph Collection", Chattanooga,USA,firebirdinc,6.0
WoodSpring Suites Clearwater, Clearwater,USA,Alisha T,2.0
WoodSpring Suites Clearwater, Clearwater,USA, Lori tihansky,10.0
WoodSpring Suites Clearwater, Clearwater,USA, Allim,2.0
WoodSpring Suites Clearwater, Clearwater,USA, alla b,2.0
WoodSpring Suites Clearwater, Clearwater,USA, Abeke06,10.0
WoodSpring Suites Clearwater, Clearwater,USA,Filip K,5.0
Grand Lodge on Peak 7, Breckenridge,USA,chipRaleigh_NC,10.0
Grand Lodge on Peak 7, Breckenridge,USA, Susan R,10.0
Grand Lodge on Peak 7, Breckenridge,USA, JSchemo,8.0
Grand Lodge on Peak 7, Breckenridge,USA, AJayEssentials,10.0
Grand Lodge on Peak 7, Breckenridge,USA, Heidi G,10.0
Grand Lodge on Peak 7, Breckenridge,USA,Vlhq,3.0
Western Scene Motel, Santa Fe,USA,Charles S,2.0
