hotel,city,nation,reviewer,vote
AGGELLO BOUTIQUE HOTEL,Crete,Greece,Keith M,10.0
AGGELLO BOUTIQUE HOTEL,Crete,Greece, GazEvans03,10.0
AGGELLO BOUTIQUE HOTEL,Crete,Greece, ibrussels6,8.0
AGGELLO BOUTIQUE HOTEL,Crete,Greece, Juliet1979,10.0
AGGELLO BOUTIQUE HOTEL,Crete,Greece, Gina P,10.0
AGGELLO BOUTIQUE HOTEL,Crete,Greece,LauraKenney,1.0
Porto Assini,Tolon,Greece,epsilon o,10.0
Porto Assini,Tolon,Greece,Franzf227,4.0
Papatzikos Guesthouse,Neos,Greece,Damnsmartblonde,8.0
Papatzikos Guesthouse,Neos,Greece, discoverpaths,10.0
Papatzikos Guesthouse,Neos,Greece, pietricele,8.0
Papatzikos Guesthouse,Neos,Greece, JaksaS,10.0
Papatzikos Guesthouse,Neos,Greece,LauraKenney,3.0
Vassilis Apartments,Paleokastritsa,Greece,mikebrookes2015,10.0
Vassilis Apartments,Paleokastritsa,Greece, Luke S,10.0
Vassilis Apartments,Paleokastritsa,Greece,ΔΗΜΗΤΡΗΣ Π,0.0
Sunset Studios on the Beach,Agios,Greece,SigismundV,10.0
Sunset Studios on the Beach,Agios,Greece, nynych_v,10.0
Sunset Studios on the Beach,Agios,Greece, irene h,10.0
Sunset Studios on the Beach,Agios,Greece, Allan K,10.0
Sunset Studios on the Beach,Agios,Greece, Silvia S,4.0
Sunset Studios on the Beach,Agios,Greece,Bogdan Craciun,9.0
Cocoon Suites,Imerovigli,Greece,emtbee16,10.0
Cocoon Suites,Imerovigli,Greece, Enrique A,8.0
Cocoon Suites,Imerovigli,Greece, amandamariephoto,10.0
Cocoon Suites,Imerovigli,Greece, floydeforman,10.0
Cocoon Suites,Imerovigli,Greece, embkelly,10.0
Cocoon Suites,Imerovigli,Greece,andyecrawford,2.0
Kamini Apartments,Kavos,Greece,AlinaSkc,8.0
Kamini Apartments,Kavos,Greece, cirix85,10.0
Kamini Apartments,Kavos,Greece, BabaSaan,10.0
Kamini Apartments,Kavos,Greece, ANITA B,4.0
Kamini Apartments,Kavos,Greece,Eva S,4.0
Hotel Sunny Villas,Imerovigli,Greece,Yaditi K,8.0
Hotel Sunny Villas,Imerovigli,Greece, Stuart S,10.0
Hotel Sunny Villas,Imerovigli,Greece, Daniel,10.0
Hotel Sunny Villas,Imerovigli,Greece, Jose T,10.0
Hotel Sunny Villas,Imerovigli,Greece, Bobby59,10.0
Hotel Sunny Villas,Imerovigli,Greece,Joanna,4.0
Hotel Myrtos,Crete,Greece,mikael.bjerrum,8.0
Hotel Myrtos,Crete,Greece, michael_richardson,10.0
Hotel Myrtos,Crete,Greece, Dave_of_Perth,10.0
Hotel Myrtos,Crete,Greece, Terry10$,8.0
Hotel Myrtos,Crete,Greece, Esmeralda V,8.0
Hotel Myrtos,Crete,Greece,Antonis C,4.0
Pelagos Suites Hotel & Spa,Kos,Greece,Sue A,10.0
Pelagos Suites Hotel & Spa,Kos,Greece, Tina,10.0
Pelagos Suites Hotel & Spa,Kos,Greece, SLester456,10.0
Pelagos Suites Hotel & Spa,Kos,Greece, virk 5rb,8.0
Pelagos Suites Hotel & Spa,Kos,Greece, Peter L,10.0
Pelagos Suites Hotel & Spa,Kos,Greece,Jules \u0026 Polly,9.0
Kiki Apartments,Paleokastritsa,Greece,julie day,10.0
Kiki Apartments,Paleokastritsa,Greece, IanR5821,10.0
Kiki Apartments,Paleokastritsa,Greece, Jennifer L,10.0
Kiki Apartments,Paleokastritsa,Greece, Colette O,10.0
Kiki Apartments,Paleokastritsa,Greece, Max M,10.0
Kiki Apartments,Paleokastritsa,Greece,Jules \u0026 Polly,3.0
Antigone Hotel,Thassos,Greece,spaceibiza85,10.0
Antigone Hotel,Thassos,Greece, Mihnea Hantescu,10.0
Antigone Hotel,Thassos,Greece, Virpi H,10.0
Antigone Hotel,Thassos,Greece, Davidpeel2013,10.0
Antigone Hotel,Thassos,Greece, olivera535,10.0
Antigone Hotel,Thassos,Greece,Antonis C,1.0
Doryssa Boutique Hotel,Pythagorion,Greece,John R,8.0
Doryssa Boutique Hotel,Pythagorion,Greece, Otto M,10.0
Doryssa Boutique Hotel,Pythagorion,Greece, BaldurBaldursson,10.0
Doryssa Boutique Hotel,Pythagorion,Greece,Joanna,4.0
Nine Muses Apartments,Kavos,Greece,Dacy,10.0
Nine Muses Apartments,Kavos,Greece, starter4dessert,10.0
Nine Muses Apartments,Kavos,Greece, Sightseer791321,10.0
Nine Muses Apartments,Kavos,Greece,petersimister,6.0
Triton Hotel,Kos,Greece,Nieuwenhuijsen,8.0
Triton Hotel,Kos,Greece, LaimaMi,10.0
Triton Hotel,Kos,Greece, Ewa N,8.0
Triton Hotel,Kos,Greece, Mustafa,10.0
Triton Hotel,Kos,Greece, TrWorldTraveler,10.0
Triton Hotel,Kos,Greece,Bogdan Craciun,5.0
Sandy Point Villas Chania,Crete,Greece,shirley k,10.0
Sandy Point Villas Chania,Crete,Greece, Alan H,10.0
Sandy Point Villas Chania,Crete,Greece, AlanfromAustralia,10.0
Sandy Point Villas Chania,Crete,Greece, Lmatthews22,10.0
Sandy Point Villas Chania,Crete,Greece, Darya B,4.0
Sandy Point Villas Chania,Crete,Greece,Joanna,6.0
Margarita Studios And Apartments,Igoumenitsa,Greece,Mirjana C,10.0
Margarita Studios And Apartments,Igoumenitsa,Greece, Иван М,8.0
Margarita Studios And Apartments,Igoumenitsa,Greece,jojouk1983,7.0
Hotel Galaxy,Aegina,Greece,JennyKalouta,6.0
Hotel Galaxy,Aegina,Greece, Elisabet K,10.0
Hotel Galaxy,Aegina,Greece, Eleftheria C,2.0
Hotel Galaxy,Aegina,Greece, JodyLawrance,8.0
Hotel Galaxy,Aegina,Greece,Barry B,5.0
Santa Elena Hotel,Kamari,Greece,ChristinaNwanderlust,10.0
Santa Elena Hotel,Kamari,Greece, James Baikoff,10.0
Santa Elena Hotel,Kamari,Greece, Karla Kubica,10.0
Santa Elena Hotel,Kamari,Greece, traceevans,10.0
Santa Elena Hotel,Kamari,Greece, Judith M,10.0
Santa Elena Hotel,Kamari,Greece,Tonje B,3.0
Crystal Apartments,Skopelos,Greece,heraklis,10.0
Crystal Apartments,Skopelos,Greece, Liliana K,10.0
Crystal Apartments,Skopelos,Greece,Caro,1.0
Mare Vista Hotel Epaminondas,Batsi,Greece,Chrisnas,10.0
Mare Vista Hotel Epaminondas,Batsi,Greece, lykourgosv,8.0
Mare Vista Hotel Epaminondas,Batsi,Greece, HaifaToto,10.0
Mare Vista Hotel Epaminondas,Batsi,Greece, J0hnTW,10.0
Mare Vista Hotel Epaminondas,Batsi,Greece, Harriet S,10.0
Mare Vista Hotel Epaminondas,Batsi,Greece,Jules \u0026 Polly,3.0
Hotel Vergos,Vourvourou,Greece,MacaD85,6.0
Hotel Vergos,Vourvourou,Greece, Monica Oprescu,10.0
Hotel Vergos,Vourvourou,Greece, Ruxandra,10.0
Hotel Vergos,Vourvourou,Greece, Stanko S,8.0
Hotel Vergos,Vourvourou,Greece, corneldgc,10.0
Hotel Vergos,Vourvourou,Greece,Joanna,9.0
Vivian House,Thessaloniki,Greece,Marco R,8.0
Vivian House,Thessaloniki,Greece,Joanna,1.0
Hotel Solon,Tolon,Greece,Katerina T,10.0
Hotel Solon,Tolon,Greece, Nikolas and Cookie,10.0
Hotel Solon,Tolon,Greece, Ipek Yildirim,8.0
Hotel Solon,Tolon,Greece, jmeem42016,8.0
Hotel Solon,Tolon,Greece, stinkwink,10.0
Hotel Solon,Tolon,Greece,jojouk1983,1.0
Summertime Boutique Hotel & Spa,Crete,Greece,Ann,10.0
Summertime Boutique Hotel & Spa,Crete,Greece, Sia A,10.0
Summertime Boutique Hotel & Spa,Crete,Greece, WhiteMorgan,10.0
Summertime Boutique Hotel & Spa,Crete,Greece, rio albaro,10.0
Summertime Boutique Hotel & Spa,Crete,Greece, manon k,10.0
Summertime Boutique Hotel & Spa,Crete,Greece,Bogdan Craciun,3.0
Pela Sofia Apartments,Crete,Greece,Graham B,10.0
Pela Sofia Apartments,Crete,Greece, AndyLaz65,8.0
Pela Sofia Apartments,Crete,Greece, trevorgrey58@talktalk.net,10.0
Pela Sofia Apartments,Crete,Greece, stuart w,8.0
Pela Sofia Apartments,Crete,Greece, Andrea W,10.0
Pela Sofia Apartments,Crete,Greece,Freedom296424,2.0
Ninemia Stay & Play,Karpenisi,Greece,Venetiasamos,10.0
Ninemia Stay & Play,Karpenisi,Greece, DrMapas,10.0
Ninemia Stay & Play,Karpenisi,Greece, Christos,10.0
Ninemia Stay & Play,Karpenisi,Greece, אפרת ק,10.0
Ninemia Stay & Play,Karpenisi,Greece, Viviryvestir,8.0
Ninemia Stay & Play,Karpenisi,Greece,Franzf227,2.0
Stella Bay,Kokkari,Greece,Anastasia S,10.0
Stella Bay,Kokkari,Greece,Freedom296424,8.0
Panairi,Chora,Greece,Jj W,2.0
Panairi,Chora,Greece, Raiinz,2.0
Panairi,Chora,Greece, Eirik S,2.0
Panairi,Chora,Greece, Neverfanari,2.0
Panairi,Chora,Greece, Laura2911N,2.0
Panairi,Chora,Greece,jojouk1983,8.0
Skinos Apartments,Crete,Greece,rickgw,10.0
Skinos Apartments,Crete,Greece, RJMLynch,10.0
Skinos Apartments,Crete,Greece, Claire M,10.0
Skinos Apartments,Crete,Greece, Gerda G,10.0
Skinos Apartments,Crete,Greece, Tim Weston,10.0
Skinos Apartments,Crete,Greece,petersimister,8.0
The Corali Hotel,Yialos,Greece,David M,10.0
The Corali Hotel,Yialos,Greece, Terry B,10.0
The Corali Hotel,Yialos,Greece, Mistyb1302,8.0
The Corali Hotel,Yialos,Greece, Bobby,10.0
The Corali Hotel,Yialos,Greece, MSivesgaard,10.0
The Corali Hotel,Yialos,Greece,Jules \u0026 Polly,2.0
Bastas Hotel,Lakka,Greece,Extraordinary292128,8.0
Bastas Hotel,Lakka,Greece, shakespearestarr,8.0
Bastas Hotel,Lakka,Greece, David L,8.0
Bastas Hotel,Lakka,Greece, goldensyrup,2.0
Bastas Hotel,Lakka,Greece, Margaret B,4.0
Bastas Hotel,Lakka,Greece,Antonis C,9.0
Kastraki Camping,Nafplio,Greece,Nafsi K,10.0
Kastraki Camping,Nafplio,Greece, Soupia C,10.0
Kastraki Camping,Nafplio,Greece, sigstra,4.0
Kastraki Camping,Nafplio,Greece, TheCuboid,10.0
Kastraki Camping,Nafplio,Greece, ChristosK987,8.0
Kastraki Camping,Nafplio,Greece,LauraKenney,7.0
Patmos Paradise Hotel,Kambos,Greece,EDUARDO H,6.0
Patmos Paradise Hotel,Kambos,Greece, Sherry R,10.0
Patmos Paradise Hotel,Kambos,Greece, Marine D,6.0
Patmos Paradise Hotel,Kambos,Greece, Paul V,8.0
Patmos Paradise Hotel,Kambos,Greece, Leto K,8.0
Patmos Paradise Hotel,Kambos,Greece,Bogdan Craciun,4.0
H Hotel Pserimos Villas,852,Greece,rob,4.0
H Hotel Pserimos Villas,852,Greece, RKnots,8.0
H Hotel Pserimos Villas,852,Greece, Richard v,10.0
H Hotel Pserimos Villas,852,Greece, 0n0n,10.0
H Hotel Pserimos Villas,852,Greece, Trisha T,10.0
H Hotel Pserimos Villas,852,Greece,Lyndz14,4.0
Elena Studios,Patitiri,Greece,jsong7972,10.0
Elena Studios,Patitiri,Greece, mcm745,10.0
Elena Studios,Patitiri,Greece, BillNorthumberland,10.0
Elena Studios,Patitiri,Greece, Mark S,10.0
Elena Studios,Patitiri,Greece, Hilary L,8.0
Elena Studios,Patitiri,Greece,Eva S,5.0
Angelos Design Suites,Patitiri,Greece,kakaoun,8.0
Angelos Design Suites,Patitiri,Greece, Vasili,10.0
Angelos Design Suites,Patitiri,Greece, Isabella,10.0
Angelos Design Suites,Patitiri,Greece, Bsverriss,10.0
Angelos Design Suites,Patitiri,Greece, Darcey1111,10.0
Angelos Design Suites,Patitiri,Greece,Joanna,7.0
Hotel Likithos,Neos,Greece,Kim Richard C,8.0
Hotel Likithos,Neos,Greece, batakoja,8.0
Hotel Likithos,Neos,Greece, Neda_Belgrade,8.0
Hotel Likithos,Neos,Greece, Andy B,10.0
Hotel Likithos,Neos,Greece, Jenaki,6.0
Hotel Likithos,Neos,Greece,ΔΗΜΗΤΡΗΣ Π,3.0
Villa Sofia,Skala,Greece,calamityjane2016,10.0
Villa Sofia,Skala,Greece, llawnroc58,10.0
Villa Sofia,Skala,Greece, Cecooke,10.0
Villa Sofia,Skala,Greece, graham_m_smith,10.0
Villa Sofia,Skala,Greece, MelRiley,10.0
Villa Sofia,Skala,Greece,Eva S,9.0
Camping Koula,Parikia,Greece,Damien G,2.0
Camping Koula,Parikia,Greece, bruneoublonde,2.0
Camping Koula,Parikia,Greece, Liliana O,10.0
Camping Koula,Parikia,Greece, Mash860,2.0
Camping Koula,Parikia,Greece, Μαρία Άννα Π,6.0
Camping Koula,Parikia,Greece,jojouk1983,5.0
Paradiso Boutique Rooms,Parikia,Greece,Marius K,2.0
Paradiso Boutique Rooms,Parikia,Greece, Julian K,2.0
Paradiso Boutique Rooms,Parikia,Greece, Ioannis,2.0
