hotel,city,nation,reviewer,vote
Casa Rural El Mero,Barbate,España, Nito LuisAlbert... C,8.0
Casa Rural El Mero,Barbate,España, Vanessa R,10.0
Casa Rural El Mero,Barbate,España, ALANDALU,8.0
Casa Rural El Mero,Barbate,España,MON x MON,9.0
Casa Rural El Mero,Barbate,España,Cami B,2.0
Casa Rural El Mero,Barbate,España,ConstanzaT,6.0
Los Geranios,Tenerife,España,robiland,8.0
Los Geranios,Tenerife,España, Ana d,10.0
Los Geranios,Tenerife,España, susan f,10.0
Los Geranios,Tenerife,España, Thewanderingwinos,8.0
Los Geranios,Tenerife,España, jjulia12,10.0
Los Geranios,Tenerife,España,Vacation557141,1.0
Los Geranios,Tenerife,España,Eva HP,0.0
Los Geranios,Tenerife,España,Yanira,8.0
Los Geranios,Tenerife,España,Spiv161,10.0
Los Geranios,Tenerife,España, Angela d,10.0
Los Geranios,Tenerife,España, dommelien,10.0
Los Geranios,Tenerife,España, Barry M,10.0
Los Geranios,Tenerife,España, alibryant73,10.0
Los Geranios,Tenerife,España,SARA E,10.0
Los Geranios,Tenerife,España, ALANMAX,10.0
Los Geranios,Tenerife,España, Snicka,10.0
Los Geranios,Tenerife,España, bilbo471118,8.0
Los Geranios,Tenerife,España, SweetpeaCornwall,6.0
Hotel Babalu,Canaria,España,miguecanar,2.0
Hotel Babalu,Canaria,España, nereitatablero,2.0
Hotel Babalu,Canaria,España, mariaL2940LD,2.0
Hotel Babalu,Canaria,España, eroya78,8.0
Hotel Babalu,Canaria,España, jesjimg,6.0
Hotel Babalu,Canaria,España,mgutierrezherencia,7.0
Hotel Babalu,Canaria,España,Laly B,5.0
Hotel Babalu,Canaria,España,ConstanzaT,9.0
Camping Paloma,Tarifa,España,Paco S,10.0
Camping Paloma,Tarifa,España, DayTrip578508,10.0
Camping Paloma,Tarifa,España, javier v,10.0
Camping Paloma,Tarifa,España, Gimnasia R,4.0
Camping Paloma,Tarifa,España, Txrr,4.0
Camping Paloma,Tarifa,España,mgutierrezherencia,6.0
Camping Paloma,Tarifa,España,CELIO GINES G,2.0
