hotel,city,nation,reviewer,vote
ibis budget Köln Porz,Köln,Deutschland,jmb,7.0
ibis budget Köln Porz,Köln,Deutschland,Explore763945,5.0
ibis budget Köln Porz,Köln,Deutschland,Explore763945,2.0
H10 Berlin Ku'damm,Str.,Deutschland,Roland11111,8.0
H10 Berlin Ku'damm,Str.,Deutschland, vyhnx,10.0
H10 Berlin Ku'damm,Str.,Deutschland, Prof. SH,8.0
H10 Berlin Ku'damm,Str.,Deutschland, Sina D,10.0
H10 Berlin Ku'damm,Str.,Deutschland, Mazlum Y,10.0
H10 Berlin Ku'damm,Str.,Deutschland,Thomas Miller,1.0
H10 Berlin Ku'damm,Str.,Deutschland,Thomas Miller,4.0
H10 Berlin Ku'damm,Str.,Deutschland,nederlandsegulden,2.0
Alte Schmiede,Usedom,Deutschland,et12015,2.0
Alte Schmiede,Usedom,Deutschland, Ernst B,6.0
Alte Schmiede,Usedom,Deutschland, Kathleen U,2.0
Alte Schmiede,Usedom,Deutschland, Kuestenmensch,8.0
Alte Schmiede,Usedom,Deutschland, bephel,2.0
Alte Schmiede,Usedom,Deutschland,Explore763945,1.0
Alte Schmiede,Usedom,Deutschland,ollith,4.0
Alte Schmiede,Usedom,Deutschland,Kati_reist,2.0
Haus Austernfischer,Büsum,Deutschland,Ein TripAdvisor-Mitglied,6.0
Haus Austernfischer,Büsum,Deutschland,Anneliese M,9.0
Haus Austernfischer,Büsum,Deutschland,NAW_Newbury,8.0
Haus Austernfischer,Büsum,Deutschland,M. Fehling,9.0
Villa Sanssouci Apartments, Rügen,Deutschland,Maurice S.,8.0
Villa Sanssouci Apartments, Rügen,Deutschland, Nick B,10.0
Villa Sanssouci Apartments, Rügen,Deutschland, ms1110,10.0
Villa Sanssouci Apartments, Rügen,Deutschland,NAW_Newbury,8.0
Villa Sanssouci Apartments, Rügen,Deutschland,Prof. SH,8.0
Villa Sanssouci Apartments, Rügen,Deutschland,Omatilla,8.0
Hotel NEAR BY, Hannover,Deutschland,A. S,8.0
Hotel NEAR BY, Hannover,Deutschland, Sven B,6.0
Hotel NEAR BY, Hannover,Deutschland, Wiego,8.0
Hotel NEAR BY, Hannover,Deutschland, sushiDarmstadt,6.0
Hotel NEAR BY, Hannover,Deutschland, Ulf on Tour,8.0
Hotel NEAR BY, Hannover,Deutschland,Jader G,5.0
Hotel NEAR BY, Hannover,Deutschland,ollith,6.0
Hotel NEAR BY, Hannover,Deutschland,BBoehme44,4.0
Arthotel ANA Prestige, Hannover,Deutschland,71berndc,6.0
Arthotel ANA Prestige, Hannover,Deutschland, Zaubermaus,10.0
Arthotel ANA Prestige, Hannover,Deutschland, Ulrike B,8.0
Arthotel ANA Prestige, Hannover,Deutschland, Riccarda K,6.0
Arthotel ANA Prestige, Hannover,Deutschland, Björn L,8.0
Arthotel ANA Prestige, Hannover,Deutschland,jkerber2018,2.0
Arthotel ANA Prestige, Hannover,Deutschland,eithne e,0.0
Arthotel ANA Prestige, Hannover,Deutschland,nederlandsegulden,6.0
Bei Hölzchen Hotel, Hannover,Deutschland,Krabbe2010,8.0
Bei Hölzchen Hotel, Hannover,Deutschland, Michael D,8.0
Bei Hölzchen Hotel, Hannover,Deutschland, jamaicajoeGermany,8.0
Bei Hölzchen Hotel, Hannover,Deutschland, Björn L,8.0
Bei Hölzchen Hotel, Hannover,Deutschland, Beate1022,4.0
Bei Hölzchen Hotel, Hannover,Deutschland,nederlandsegulden,4.0
Bei Hölzchen Hotel, Hannover,Deutschland,nederlandsegulden,6.0
Bei Hölzchen Hotel, Hannover,Deutschland,Anneliese M,7.0
Art Hotel,Köln,Deutschland,aaa111,10.0
Art Hotel,Köln,Deutschland, Andrès M,6.0
Art Hotel,Köln,Deutschland, Anita S,10.0
Art Hotel,Köln,Deutschland, Anke728,8.0
Art Hotel,Köln,Deutschland, heinz peter f,2.0
Art Hotel,Köln,Deutschland,Lior P,1.0
Art Hotel,Köln,Deutschland,ollith,9.0
Art Hotel,Köln,Deutschland,ollith,3.0
Callas Am Dom,Köln,Deutschland,Trixims26,6.0
Callas Am Dom,Köln,Deutschland, bnoetzli,4.0
Callas Am Dom,Köln,Deutschland, Maria U,10.0
Callas Am Dom,Köln,Deutschland, Hartmut P,6.0
Callas Am Dom,Köln,Deutschland, Tobias M,6.0
Callas Am Dom,Köln,Deutschland,Jader G,4.0
Callas Am Dom,Köln,Deutschland,ollith,9.0
Callas Am Dom,Köln,Deutschland,Omatilla,4.0
Cocoon Hauptbahnhof,München,Deutschland,KV_HSK,8.0
Cocoon Hauptbahnhof,München,Deutschland, Dave321_13,10.0
Cocoon Hauptbahnhof,München,Deutschland, Tornado0963,8.0
Cocoon Hauptbahnhof,München,Deutschland, udo090265,10.0
Cocoon Hauptbahnhof,München,Deutschland, Klemens H,8.0
Cocoon Hauptbahnhof,München,Deutschland,Andrea B,0.0
Cocoon Hauptbahnhof,München,Deutschland,Anneliese M,0.0
Cocoon Hauptbahnhof,München,Deutschland,eithne e,7.0
Hotel Avenue,Nürnberg,Deutschland,REHvolution,2.0
Hotel Avenue,Nürnberg,Deutschland, Marieluis B,8.0
Hotel Avenue,Nürnberg,Deutschland, Hirschlein,8.0
Hotel Avenue,Nürnberg,Deutschland, Oliver S,8.0
Hotel Avenue,Nürnberg,Deutschland, Camper663467,8.0
Hotel Avenue,Nürnberg,Deutschland,Prof. SH,3.0
Hotel Avenue,Nürnberg,Deutschland,Jader G,7.0
Hotel Avenue,Nürnberg,Deutschland,Omatilla,2.0
Pension Schwanensee, Rügen,Deutschland,Hannes S,8.0
Pension Schwanensee, Rügen,Deutschland,Kati_reist,7.0
Pension Schwanensee, Rügen,Deutschland,jkerber2018,3.0
