hotel,city,nation,reviewer,vote
Cairns City Apartments, Cairns,Australia, O_Norton,8.0
Cairns City Apartments, Cairns,Australia,Swell55,0.0
201 Lake Street, Cairns,Australia,ozzietravellers,10.0
201 Lake Street, Cairns,Australia, Shireen,8.0
201 Lake Street, Cairns,Australia, Cockenjack,10.0
201 Lake Street, Cairns,Australia, inspire16,8.0
201 Lake Street, Cairns,Australia, hughesMelbourne,8.0
201 Lake Street, Cairns,Australia,Selinah,4.0
Pod Inn, Launceston,Australia,NinaAsia,8.0
Pod Inn, Launceston,Australia, L_S,6.0
Pod Inn, Launceston,Australia, Miu Sze L,10.0
Pod Inn, Launceston,Australia, Raiderdaz,10.0
Pod Inn, Launceston,Australia, Gwen H,8.0
Pod Inn, Launceston,Australia,Barbara B,7.0
Rendezvous Hotel Melbourne, Melbourne,Australia,nihao2020,8.0
Rendezvous Hotel Melbourne, Melbourne,Australia, Leanne B,8.0
Rendezvous Hotel Melbourne, Melbourne,Australia, FrequentFlier755397,10.0
Rendezvous Hotel Melbourne, Melbourne,Australia, lcreev224268,10.0
Rendezvous Hotel Melbourne, Melbourne,Australia, Mitchell Watson,2.0
Rendezvous Hotel Melbourne, Melbourne,Australia,Jonathan M,9.0
The Capitol Apartments, Brisbane,Australia,David Y,6.0
The Capitol Apartments, Brisbane,Australia, 凱特媽,2.0
The Capitol Apartments, Brisbane,Australia, Lamington,8.0
The Capitol Apartments, Brisbane,Australia, Mandz03,4.0
The Capitol Apartments, Brisbane,Australia, Evelyn E,10.0
The Capitol Apartments, Brisbane,Australia,hlcameron,8.0
Epsom on Swan Bed and Breakfast, Perth,Australia,RwhL,8.0
Epsom on Swan Bed and Breakfast, Perth,Australia, louise_8687,10.0
Epsom on Swan Bed and Breakfast, Perth,Australia, Gaitero61,8.0
Epsom on Swan Bed and Breakfast, Perth,Australia, firew w,10.0
Epsom on Swan Bed and Breakfast, Perth,Australia, 34769pete,4.0
Epsom on Swan Bed and Breakfast, Perth,Australia,stuart l,5.0
Amelia Boutique Hotel, Brisbane,Australia,GenkiSensei1,8.0
Amelia Boutique Hotel, Brisbane,Australia, AnonT123,2.0
Amelia Boutique Hotel, Brisbane,Australia, haze1931,10.0
Amelia Boutique Hotel, Brisbane,Australia, Lyndalove48,10.0
Amelia Boutique Hotel, Brisbane,Australia, Deb,8.0
Amelia Boutique Hotel, Brisbane,Australia,stuart l,2.0
Pokolbin Cabins, Cessnock,Australia,themeparkwizz,4.0
Pokolbin Cabins, Cessnock,Australia, BKernot,8.0
Pokolbin Cabins, Cessnock,Australia, Pioneer743960,4.0
Pokolbin Cabins, Cessnock,Australia, Val B,8.0
Pokolbin Cabins, Cessnock,Australia, Wayne J,8.0
Pokolbin Cabins, Cessnock,Australia,mia74_11,4.0
Holiday Inn Darling Harbour, Sydney,Australia,Karen D,10.0
Holiday Inn Darling Harbour, Sydney,Australia, Uday Kumar H,10.0
Holiday Inn Darling Harbour, Sydney,Australia, Lis,10.0
Holiday Inn Darling Harbour, Sydney,Australia, Mike T,8.0
Holiday Inn Darling Harbour, Sydney,Australia, TrisnoK,8.0
Holiday Inn Darling Harbour, Sydney,Australia,Barbara B,0.0
Regents Court Sydney, Sydney,Australia,Marianne P,8.0
Regents Court Sydney, Sydney,Australia, MOMO_oi,10.0
Regents Court Sydney, Sydney,Australia, 975brycec,10.0
Regents Court Sydney, Sydney,Australia, Guest from France,8.0
Regents Court Sydney, Sydney,Australia, denhamia,8.0
Regents Court Sydney, Sydney,Australia,Cruiserkids,0.0
Bass Villas, Launceston,Australia,Elizabeth D,6.0
Bass Villas, Launceston,Australia,Custer,7.0
Brisbane International - Virginia, Brisbane,Australia,Steve c,8.0
Brisbane International - Virginia, Brisbane,Australia, Cathy M,8.0
Brisbane International - Virginia, Brisbane,Australia, padba05,8.0
Brisbane International - Virginia, Brisbane,Australia, Knickel,10.0
Brisbane International - Virginia, Brisbane,Australia, Rosie P,10.0
Brisbane International - Virginia, Brisbane,Australia,Sharon M,5.0
Somerset on Elizabeth Melbourne, Melbourne,Australia,kezjo,10.0
Somerset on Elizabeth Melbourne, Melbourne,Australia, Dale R,10.0
Somerset on Elizabeth Melbourne, Melbourne,Australia, Kez280,8.0
Somerset on Elizabeth Melbourne, Melbourne,Australia, Norma,8.0
Somerset on Elizabeth Melbourne, Melbourne,Australia, fay s,8.0
Somerset on Elizabeth Melbourne, Melbourne,Australia,Maddison D,0.0
La Vista Byron Bay, Byron Bay,Australia,frankweckesser,10.0
La Vista Byron Bay, Byron Bay,Australia, Scott W,10.0
La Vista Byron Bay, Byron Bay,Australia, rpp524,10.0
La Vista Byron Bay, Byron Bay,Australia, MrM0267,8.0
La Vista Byron Bay, Byron Bay,Australia, chris g,8.0
La Vista Byron Bay, Byron Bay,Australia,Barbara B,1.0
Palms City Resort, Darwin,Australia,Janet G,10.0
Palms City Resort, Darwin,Australia, cbroo,6.0
Palms City Resort, Darwin,Australia, Tommythumbling,10.0
Palms City Resort, Darwin,Australia, Jodie M,8.0
Palms City Resort, Darwin,Australia, John G,10.0
Palms City Resort, Darwin,Australia,Cruiserkids,6.0
The Village Kings Cross, Sydney,Australia,Curious46183709108,2.0
The Village Kings Cross, Sydney,Australia, Katka F,6.0
The Village Kings Cross, Sydney,Australia, Steven Z,6.0
The Village Kings Cross, Sydney,Australia, 803tobias_,6.0
The Village Kings Cross, Sydney,Australia, Natasha0606,4.0
The Village Kings Cross, Sydney,Australia,ahah16,3.0
Holiday Inn Potts Point - Sydney, Sydney,Australia,JSB,6.0
Holiday Inn Potts Point - Sydney, Sydney,Australia, lidong3921,10.0
Holiday Inn Potts Point - Sydney, Sydney,Australia, Lisa,6.0
Holiday Inn Potts Point - Sydney, Sydney,Australia, Retiredhappytravelor,10.0
Holiday Inn Potts Point - Sydney, Sydney,Australia, Dennis S,10.0
Holiday Inn Potts Point - Sydney, Sydney,Australia,Baddock s,5.0
Moreton Telegraph Station, Cairns,Australia,The Cloggies,10.0
Moreton Telegraph Station, Cairns,Australia, ScotsAustralian,6.0
Moreton Telegraph Station, Cairns,Australia, 221jodi,8.0
Moreton Telegraph Station, Cairns,Australia, Toni V,10.0
Moreton Telegraph Station, Cairns,Australia, Soloviews,8.0
Moreton Telegraph Station, Cairns,Australia,omyrj9016,7.0
Secura Lifestyle Magnetic Gateway, Townsville,Australia,A C,4.0
Secura Lifestyle Magnetic Gateway, Townsville,Australia, jools,10.0
Secura Lifestyle Magnetic Gateway, Townsville,Australia, Vonnie T,10.0
Secura Lifestyle Magnetic Gateway, Townsville,Australia, Jann C,10.0
Secura Lifestyle Magnetic Gateway, Townsville,Australia, George  H,10.0
Secura Lifestyle Magnetic Gateway, Townsville,Australia,Pimpampai,1.0
The York by Swiss-Belhotel, Sydney,Australia,oztravela7,8.0
The York by Swiss-Belhotel, Sydney,Australia, Marcus H,8.0
The York by Swiss-Belhotel, Sydney,Australia, john,8.0
The York by Swiss-Belhotel, Sydney,Australia, Adventure K,4.0
The York by Swiss-Belhotel, Sydney,Australia, Katie M,2.0
The York by Swiss-Belhotel, Sydney,Australia,Barbara B,4.0
The Statesman Hotel,Cnr of Strangeways & Theodore Streets,Australia,Anchors Aweigh N,6.0
The Statesman Hotel,Cnr of Strangeways & Theodore Streets,Australia, Superwoman888,6.0
The Statesman Hotel,Cnr of Strangeways & Theodore Streets,Australia, Pete C,6.0
The Statesman Hotel,Cnr of Strangeways & Theodore Streets,Australia, Fbb,8.0
The Statesman Hotel,Cnr of Strangeways & Theodore Streets,Australia, 2HappiestTravellers,8.0
The Statesman Hotel,Cnr of Strangeways & Theodore Streets,Australia,paulaO9221LF,3.0
Hotel Allen, Townsville,Australia,mc3192n,10.0
Hotel Allen, Townsville,Australia, nimrod00,2.0
Hotel Allen, Townsville,Australia, Lawrie89,6.0
Hotel Allen, Townsville,Australia, lizzy15_12,4.0
Hotel Allen, Townsville,Australia, dogonville,6.0
Hotel Allen, Townsville,Australia,Custer,8.0
Noosa Sound Holiday Collection, Queensland QLD,Australia,Charisse C,8.0
Noosa Sound Holiday Collection, Queensland QLD,Australia,stuart l,3.0
Bombora Resort Motel, Gold Coast,Australia,Neil B,8.0
Bombora Resort Motel, Gold Coast,Australia, franmary3,6.0
Bombora Resort Motel, Gold Coast,Australia, Sandy Rose,2.0
Bombora Resort Motel, Gold Coast,Australia, Cheryl P,8.0
