hotel,city,nation,reviewer,vote
Hilton Garden Inn New Orleans French Quarter/CBD, New Orleans,USA,Mark L,2.0
Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando,USA,k8opotato,6.0
Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando,USA, fivsonsmom,10.0
Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando,USA, Ronda345,8.0
Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando,USA, teinc2017,10.0
Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando,USA, EduardoHSoares,10.0
Delta Hotels by Marriott Orlando Lake Buena Vista, Orlando,USA,Filip K,3.0
La Quinta Inn by Wyndham Austin South / I-35, Austin,USA,Patrica H,6.0
La Quinta Inn by Wyndham Austin South / I-35, Austin,USA, Safari683290,6.0
La Quinta Inn by Wyndham Austin South / I-35, Austin,USA, Texan2021,4.0
La Quinta Inn by Wyndham Austin South / I-35, Austin,USA, hrltxs,6.0
La Quinta Inn by Wyndham Austin South / I-35, Austin,USA, Robert F,2.0
La Quinta Inn by Wyndham Austin South / I-35, Austin,USA,willynellson,6.0
Dream Downtown, New York City,USA,David W,6.0
Dream Downtown, New York City,USA, Elyn,8.0
Dream Downtown, New York City,USA, G K,10.0
Dream Downtown, New York City,USA, Andres Pelaez,10.0
Dream Downtown, New York City,USA, KCKC,6.0
Dream Downtown, New York City,USA,Marilyn4me,4.0
DC International Hostel 1, Washington DC,USA,Paul Whitehead,10.0
DC International Hostel 1, Washington DC,USA, Maddie L,2.0
DC International Hostel 1, Washington DC,USA, ova_alina,8.0
DC International Hostel 1, Washington DC,USA, keeping18,8.0
DC International Hostel 1, Washington DC,USA,TrailBlazer14740,4.0
Hotel VIA, San Francisco,USA,Vitalijs E,2.0
Hotel VIA, San Francisco,USA, David S,10.0
Hotel VIA, San Francisco,USA, InNeedOfUserName,10.0
Hotel VIA, San Francisco,USA, L \u0026 B,10.0
Hotel VIA, San Francisco,USA, Shoppingwithtea,10.0
Hotel VIA, San Francisco,USA,TrailBlazer14740,7.0
Motel 6 Las Vegas - Tropicana, Las Vegas,USA,Douglas R,6.0
Motel 6 Las Vegas - Tropicana, Las Vegas,USA, GAL1954,6.0
Motel 6 Las Vegas - Tropicana, Las Vegas,USA, Stelanie,2.0
Motel 6 Las Vegas - Tropicana, Las Vegas,USA, suptheusa,6.0
Motel 6 Las Vegas - Tropicana, Las Vegas,USA, Art Smith,2.0
Motel 6 Las Vegas - Tropicana, Las Vegas,USA,Marilyn4me,6.0
Universal's Endless Summer Resort - Surfside Inn and Suites, Orlando,USA,Cathi C,2.0
Universal's Endless Summer Resort - Surfside Inn and Suites, Orlando,USA, James B,10.0
Universal's Endless Summer Resort - Surfside Inn and Suites, Orlando,USA, Jack S,4.0
Universal's Endless Summer Resort - Surfside Inn and Suites, Orlando,USA, Kelly F,4.0
Universal's Endless Summer Resort - Surfside Inn and Suites, Orlando,USA, Thanu B,8.0
Universal's Endless Summer Resort - Surfside Inn and Suites, Orlando,USA,Vlhq,1.0
Heywood Hotel, Austin,USA,Phillip H,10.0
Heywood Hotel, Austin,USA, Stephanie_WW,10.0
Heywood Hotel, Austin,USA, Marilynne M,10.0
Heywood Hotel, Austin,USA, Laurie K,10.0
Heywood Hotel, Austin,USA, Erica S,10.0
Heywood Hotel, Austin,USA,DWRockford,3.0
Ramada by Wyndham Austin South, Austin,USA,M6600KJjohn,10.0
Ramada by Wyndham Austin South, Austin,USA, Bobby31225,8.0
Ramada by Wyndham Austin South, Austin,USA, Sherpa250466,8.0
Ramada by Wyndham Austin South, Austin,USA, Seaside64035872797,10.0
Ramada by Wyndham Austin South, Austin,USA, Vera R,8.0
Ramada by Wyndham Austin South, Austin,USA,8Hazel8,4.0
Kimpton La Peer Hotel, West Hollywood,USA,Bnizzle76,10.0
Kimpton La Peer Hotel, West Hollywood,USA, TLane28,8.0
Kimpton La Peer Hotel, West Hollywood,USA, SpringCrocus,8.0
Kimpton La Peer Hotel, West Hollywood,USA, Robert B,6.0
Kimpton La Peer Hotel, West Hollywood,USA, 858sharlae,8.0
Kimpton La Peer Hotel, West Hollywood,USA,Caitlin Newlie,7.0
Residence Inn New York Manhattan/Central Park, New York City,USA,Ken L,10.0
Residence Inn New York Manhattan/Central Park, New York City,USA, LuvtoSafari,10.0
Residence Inn New York Manhattan/Central Park, New York City,USA, lhaganmich,8.0
Residence Inn New York Manhattan/Central Park, New York City,USA, Felipe Cardoso,10.0
Residence Inn New York Manhattan/Central Park, New York City,USA, Kate B,10.0
Residence Inn New York Manhattan/Central Park, New York City,USA,firebirdinc,5.0
Loews Portofino Bay Hotel at Universal Orlando, Orlando,USA,O372WIjaneb,10.0
Loews Portofino Bay Hotel at Universal Orlando, Orlando,USA, bfr9303,8.0
Loews Portofino Bay Hotel at Universal Orlando, Orlando,USA, A.M.,8.0
Loews Portofino Bay Hotel at Universal Orlando, Orlando,USA, gngtrb,10.0
Loews Portofino Bay Hotel at Universal Orlando, Orlando,USA, Nico G,8.0
Loews Portofino Bay Hotel at Universal Orlando, Orlando,USA,DWRockford,4.0
Radisson Hotel San Diego - Rancho Bernardo, San Diego,USA,Carlene M,10.0
Radisson Hotel San Diego - Rancho Bernardo, San Diego,USA, Robert G,10.0
Radisson Hotel San Diego - Rancho Bernardo, San Diego,USA, Global489564,6.0
Radisson Hotel San Diego - Rancho Bernardo, San Diego,USA, Johnny O,10.0
Radisson Hotel San Diego - Rancho Bernardo, San Diego,USA, michellesaavedra2006,10.0
Radisson Hotel San Diego - Rancho Bernardo, San Diego,USA,Gloria19147,2.0
Mosaic Hotel Beverly Hills, Beverly Hills,USA,travellercjj,10.0
Mosaic Hotel Beverly Hills, Beverly Hills,USA, jeffF7136LC,10.0
Mosaic Hotel Beverly Hills, Beverly Hills,USA, Dabney C,10.0
Mosaic Hotel Beverly Hills, Beverly Hills,USA, Sandsmouse,10.0
Mosaic Hotel Beverly Hills, Beverly Hills,USA, Nina C,10.0
Mosaic Hotel Beverly Hills, Beverly Hills,USA,Caitlin Newlie,5.0
Residence Inn Chicago Downtown/River North, Chicago,USA,shaune s,10.0
Residence Inn Chicago Downtown/River North, Chicago,USA, Fearless210800,10.0
Residence Inn Chicago Downtown/River North, Chicago,USA, Kimberly,10.0
Residence Inn Chicago Downtown/River North, Chicago,USA, Pat,10.0
Residence Inn Chicago Downtown/River North, Chicago,USA, Sheri D,10.0
Residence Inn Chicago Downtown/River North, Chicago,USA,Valerie S,1.0
Embassy Suites by Hilton Houston Downtown, Houston,USA,pcapdata,10.0
Embassy Suites by Hilton Houston Downtown, Houston,USA, Marla F,10.0
