hotel,city,nation,reviewer,vote
Astir Odysseus Kos Resort & Spa,Tigaki,Greece, Kingbingo,10.0
Astir Odysseus Kos Resort & Spa,Tigaki,Greece, Jackie Young,10.0
Astir Odysseus Kos Resort & Spa,Tigaki,Greece, teddyfrench196,10.0
Astir Odysseus Kos Resort & Spa,Tigaki,Greece, Nigel V,10.0
Astir Odysseus Kos Resort & Spa,Tigaki,Greece,InnaKalina,5.0
Elena Studios,Kalamaki,Greece,Paky M,4.0
Elena Studios,Kalamaki,Greece, Gill A,10.0
Elena Studios,Kalamaki,Greece, Jen A,10.0
Elena Studios,Kalamaki,Greece, Marchia C,8.0
Elena Studios,Kalamaki,Greece, Jakanddave,8.0
Elena Studios,Kalamaki,Greece,LauraKenney,5.0
Quartano,Naoussa,Greece,Carlo Sebellin,10.0
Quartano,Naoussa,Greece, Cosima,10.0
Quartano,Naoussa,Greece, Dimitrios E,10.0
Quartano,Naoussa,Greece, Patty X,10.0
Quartano,Naoussa,Greece, luxurybackpacker7,8.0
Quartano,Naoussa,Greece,Joanna,3.0
Alexandros Studios & Apartments,Roda,Greece,amber9joe3,8.0
Alexandros Studios & Apartments,Roda,Greece, katie8850,10.0
Alexandros Studios & Apartments,Roda,Greece, fizzo17,10.0
Alexandros Studios & Apartments,Roda,Greece, sancap6,6.0
Alexandros Studios & Apartments,Roda,Greece, sm0key50,10.0
Alexandros Studios & Apartments,Roda,Greece,ΔΗΜΗΤΡΗΣ Π,7.0
Time to Smile Meraki Apartments,Molyvos,Greece,AyhanU,10.0
Time to Smile Meraki Apartments,Molyvos,Greece, Nina H,10.0
Time to Smile Meraki Apartments,Molyvos,Greece, Bianca L,10.0
Time to Smile Meraki Apartments,Molyvos,Greece, Rene A,10.0
Time to Smile Meraki Apartments,Molyvos,Greece, Rhn,10.0
Time to Smile Meraki Apartments,Molyvos,Greece,Franzf227,5.0
Villa Idillion,Crete,Greece,Antonis M,10.0
Villa Idillion,Crete,Greece, Howard F,10.0
Villa Idillion,Crete,Greece, Nicoleta N,10.0
Villa Idillion,Crete,Greece,Eva S,9.0
Philippos,Mastichari,Greece,zaubi678,4.0
Philippos,Mastichari,Greece, ozzetteHull,6.0
Philippos,Mastichari,Greece, Island_Hopper51,8.0
Philippos,Mastichari,Greece, A TripAdvisor Member,8.0
Philippos,Mastichari,Greece,Joanna,9.0
Hotel Athena,Rhodes,Greece,hannava,8.0
Hotel Athena,Rhodes,Greece, M M,10.0
Hotel Athena,Rhodes,Greece, Pauliina,6.0
Hotel Athena,Rhodes,Greece, Peter J,10.0
Hotel Athena,Rhodes,Greece, nannynextdoor,10.0
Hotel Athena,Rhodes,Greece,Barry B,7.0
Aphrodite,Crete,Greece,Stefan G,10.0
Aphrodite,Crete,Greece,Jules \u0026 Polly,8.0
Blue House Villa and Pool,Greece,Greece,Tiziana,10.0
Blue House Villa and Pool,Greece,Greece, A TripAdvisor Member,10.0
Blue House Villa and Pool,Greece,Greece,Joanna,9.0
Central Hersonissos Hotel,Crete,Greece,Natasha Heidi P,10.0
Central Hersonissos Hotel,Crete,Greece, Kimberly C,10.0
Central Hersonissos Hotel,Crete,Greece, saiqa osborne,10.0
Central Hersonissos Hotel,Crete,Greece, Sigrid,10.0
Central Hersonissos Hotel,Crete,Greece, MissPinky,10.0
Central Hersonissos Hotel,Crete,Greece,jojouk1983,2.0
Pandora Apartments,Messonghi,Greece,LouC50,10.0
Pandora Apartments,Messonghi,Greece, Ian L,10.0
Pandora Apartments,Messonghi,Greece, Mikaelogmette,10.0
Pandora Apartments,Messonghi,Greece, Rich S,10.0
Pandora Apartments,Messonghi,Greece, munn86,8.0
Pandora Apartments,Messonghi,Greece,Tonje B,1.0
Hotel Zorbas,Crete,Greece,Nebojsa J,10.0
Hotel Zorbas,Crete,Greece, Stef N,2.0
Hotel Zorbas,Crete,Greece, spannermanscotland,8.0
Hotel Zorbas,Crete,Greece, Cristi T,10.0
Hotel Zorbas,Crete,Greece, Elizabeta M,10.0
Hotel Zorbas,Crete,Greece,Freedom296424,3.0
Dionysis & Tonia Studios,Kalamaki,Greece,bluenyellow,8.0
