hotel,city,nation,reviewer,vote
Sissy Village Hotel,Crete,Greece,andyecrawford,2.0
Hotel Marina,Arillas,Greece,duul2016,10.0
Hotel Marina,Arillas,Greece, WHETTY,10.0
Hotel Marina,Arillas,Greece, Julia M,10.0
Hotel Marina,Arillas,Greece, Pam,10.0
Hotel Marina,Arillas,Greece, TruthWolverhampton,10.0
Hotel Marina,Arillas,Greece,Bogdan Craciun,4.0
Skiathos Club Hotel Suites,37002,Greece,jimmy774,8.0
Skiathos Club Hotel Suites,37002,Greece, Becki M,10.0
Skiathos Club Hotel Suites,37002,Greece, DavinaCl,10.0
Skiathos Club Hotel Suites,37002,Greece, Jbythesea,10.0
Skiathos Club Hotel Suites,37002,Greece, Coruscatingk,8.0
Skiathos Club Hotel Suites,37002,Greece,Joanna,6.0
Villa Bellonia,Naoussa,Greece,tourist036,10.0
Villa Bellonia,Naoussa,Greece, angie\u0026john r,10.0
Villa Bellonia,Naoussa,Greece, Antoine R,10.0
Villa Bellonia,Naoussa,Greece, danylux0412,10.0
Villa Bellonia,Naoussa,Greece,Franzf227,9.0
Anatoli Labreon Traditional Guesthouse / Apartments,Agia,Greece,Mike W,10.0
Anatoli Labreon Traditional Guesthouse / Apartments,Agia,Greece, Stefanescu M,10.0
Anatoli Labreon Traditional Guesthouse / Apartments,Agia,Greece, Chris W,10.0
Anatoli Labreon Traditional Guesthouse / Apartments,Agia,Greece, Voyager817395,10.0
Anatoli Labreon Traditional Guesthouse / Apartments,Agia,Greece, funkhouserDundee,6.0
Anatoli Labreon Traditional Guesthouse / Apartments,Agia,Greece,Caro,3.0
Souda Studios & Pool Bar,Alykes,Greece,Clarky59,10.0
Souda Studios & Pool Bar,Alykes,Greece, CaineIsCarter,10.0
Souda Studios & Pool Bar,Alykes,Greece, Mirk8Northumberland,10.0
Souda Studios & Pool Bar,Alykes,Greece, Adele W,10.0
Souda Studios & Pool Bar,Alykes,Greece, Balls8182,8.0
Souda Studios & Pool Bar,Alykes,Greece,Caro,6.0
Hotel Eleftheria Parikia,Parikia,Greece,Judy M,10.0
Hotel Eleftheria Parikia,Parikia,Greece, Ian J,10.0
Hotel Eleftheria Parikia,Parikia,Greece, Giannis Ynwa,6.0
Hotel Eleftheria Parikia,Parikia,Greece, neil m,10.0
Hotel Eleftheria Parikia,Parikia,Greece, AthinaParnassa,10.0
Hotel Eleftheria Parikia,Parikia,Greece,Joanna,5.0
Chic Hotel Santorini,Firostefani,Greece,Keanu,2.0
Chic Hotel Santorini,Firostefani,Greece, Khant Win Zin,10.0
Chic Hotel Santorini,Firostefani,Greece, 164susanf,8.0
Chic Hotel Santorini,Firostefani,Greece, gruntfuttock66,10.0
Chic Hotel Santorini,Firostefani,Greece, Mary R,2.0
Chic Hotel Santorini,Firostefani,Greece,sandrasharp22,1.0
South Side,Apollonii,Greece,Silvia G,10.0
South Side,Apollonii,Greece,Lyndz14,8.0
Marioly Studios,Parikia,Greece,Abi2005,10.0
Marioly Studios,Parikia,Greece, Brendan N,10.0
Marioly Studios,Parikia,Greece, Rick_Broeren_271072,10.0
Marioly Studios,Parikia,Greece, Alan J,8.0
Marioly Studios,Parikia,Greece, Fotini M,10.0
Marioly Studios,Parikia,Greece,Caro,8.0
Villa Anthoussa,Paleokastritsa,Greece,Lexie,10.0
Villa Anthoussa,Paleokastritsa,Greece, alexpotoroaca,10.0
Villa Anthoussa,Paleokastritsa,Greece, Ruedi M,8.0
Villa Anthoussa,Paleokastritsa,Greece, Bernard B,10.0
Villa Anthoussa,Paleokastritsa,Greece, George P,10.0
Villa Anthoussa,Paleokastritsa,Greece,andyecrawford,2.0
Jason Apartments Hotel,Crete,Greece,ACARLOTTABFURLA,10.0
Jason Apartments Hotel,Crete,Greece, CA C,10.0
Jason Apartments Hotel,Crete,Greece, pascal b,8.0
Jason Apartments Hotel,Crete,Greece, Guro,10.0
Jason Apartments Hotel,Crete,Greece, Sander B,8.0
Jason Apartments Hotel,Crete,Greece,petersimister,2.0
Naxos Beach Hotel,Naxos,Greece,Colintheroofer,8.0
Naxos Beach Hotel,Naxos,Greece, Gail,4.0
Naxos Beach Hotel,Naxos,Greece, missholmes007,10.0
Naxos Beach Hotel,Naxos,Greece, Joshua S,10.0
Naxos Beach Hotel,Naxos,Greece, ferrisgirl,4.0
Naxos Beach Hotel,Naxos,Greece,ΔΗΜΗΤΡΗΣ Π,9.0
Bozikis Apartments,Laganas,Greece,katiedrennan,8.0
Bozikis Apartments,Laganas,Greece, Annie,10.0
Bozikis Apartments,Laganas,Greece, elise f,2.0
Bozikis Apartments,Laganas,Greece, Georgia Gilliver,8.0
Bozikis Apartments,Laganas,Greece, FreyaH,6.0
Bozikis Apartments,Laganas,Greece,LauraKenney,8.0
