hotel,city,nation,reviewer,vote
The Bay Club at Waikoloa Beach Resort, Island of Hawaii,USA, DeAnn D,10.0
The Bay Club at Waikoloa Beach Resort, Island of Hawaii,USA, yeske1,8.0
The Bay Club at Waikoloa Beach Resort, Island of Hawaii,USA, Patti Miller,8.0
The Bay Club at Waikoloa Beach Resort, Island of Hawaii,USA, Rich,8.0
The Bay Club at Waikoloa Beach Resort, Island of Hawaii,USA,Kylie H,5.0
Inn at the Presidio, San Francisco,USA,Sue H,10.0
Inn at the Presidio, San Francisco,USA, martinbg2018,10.0
Inn at the Presidio, San Francisco,USA, BigSur707,8.0
Inn at the Presidio, San Francisco,USA, johnfrancis2020,10.0
Inn at the Presidio, San Francisco,USA, Kim P,10.0
Inn at the Presidio, San Francisco,USA,Gloria19147,4.0
Holiday Inn Express New Orleans East, New Orleans,USA,Dee H,10.0
Holiday Inn Express New Orleans East, New Orleans,USA, Tommy,8.0
Holiday Inn Express New Orleans East, New Orleans,USA, Tracy J,10.0
Holiday Inn Express New Orleans East, New Orleans,USA, Megan N.,10.0
Holiday Inn Express New Orleans East, New Orleans,USA, 8isenuff,6.0
Holiday Inn Express New Orleans East, New Orleans,USA,Ellen S,6.0
Holiday Inn Chicago Downtown, Chicago,USA,ANDREW S,6.0
Holiday Inn Chicago Downtown, Chicago,USA, aaron h,2.0
Holiday Inn Chicago Downtown, Chicago,USA, Kelley,2.0
Holiday Inn Chicago Downtown, Chicago,USA, Omahprx,4.0
Holiday Inn Chicago Downtown, Chicago,USA, FlyPig,8.0
Holiday Inn Chicago Downtown, Chicago,USA,Robert J,0.0
Hyatt Place Chicago-South/University Medical Center, Chicago,USA,eiters2020,10.0
Hyatt Place Chicago-South/University Medical Center, Chicago,USA, Aryn C,10.0
Hyatt Place Chicago-South/University Medical Center, Chicago,USA, thehighs2020,10.0
Hyatt Place Chicago-South/University Medical Center, Chicago,USA, cynthiaw530,10.0
Hyatt Place Chicago-South/University Medical Center, Chicago,USA, _elbagley,10.0
Hyatt Place Chicago-South/University Medical Center, Chicago,USA,willynellson,8.0
Woodley Park Guest House, Washington DC,USA,Anne-Marie R,10.0
Woodley Park Guest House, Washington DC,USA, 607marlene N,6.0
Woodley Park Guest House, Washington DC,USA, TucsonDrifter,6.0
Woodley Park Guest House, Washington DC,USA, jjethani7,2.0
Woodley Park Guest House, Washington DC,USA, RealMcCoy25,8.0
Woodley Park Guest House, Washington DC,USA,leecaston,1.0
Park Lane Hotel, New York City,USA,Tomc,10.0
Park Lane Hotel, New York City,USA, Lauren S,10.0
Park Lane Hotel, New York City,USA, philiphneal,10.0
Park Lane Hotel, New York City,USA, Avi W,8.0
Park Lane Hotel, New York City,USA, Jessica Nelson,6.0
Park Lane Hotel, New York City,USA,willynellson,6.0
Drury Inn & Suites San Antonio Riverwalk, San Antonio,USA,veratom,10.0
Drury Inn & Suites San Antonio Riverwalk, San Antonio,USA, Henry S,10.0
Drury Inn & Suites San Antonio Riverwalk, San Antonio,USA, 1296fulton,8.0
Drury Inn & Suites San Antonio Riverwalk, San Antonio,USA, Jilly070,10.0
Drury Inn & Suites San Antonio Riverwalk, San Antonio,USA, ZigZac,8.0
Drury Inn & Suites San Antonio Riverwalk, San Antonio,USA,Troy T,0.0
Casa Bella, Miami Beach,USA,miavet2016,8.0
Casa Bella, Miami Beach,USA, sunshine_r92,2.0
Casa Bella, Miami Beach,USA,firebirdinc,9.0
Ozark Trout Resort, Branson,USA,Diane538,10.0
Ozark Trout Resort, Branson,USA, BubbaB1,10.0
Ozark Trout Resort, Branson,USA, jtaylor350z,10.0
Ozark Trout Resort, Branson,USA, Zoeyhope,10.0
Ozark Trout Resort, Branson,USA, Janice H,10.0
Ozark Trout Resort, Branson,USA,Ellen S,7.0
Great Branson Cabins, Branson,USA,Debbie C,10.0
Great Branson Cabins, Branson,USA, Tony \u0026 Kim,2.0
Great Branson Cabins, Branson,USA, Theresa A,10.0
Great Branson Cabins, Branson,USA, Deana E,10.0
Great Branson Cabins, Branson,USA, wegammage,10.0
Great Branson Cabins, Branson,USA,karen m,2.0
Travelers Bed & Breakfast, Las Vegas,USA,Mark A,2.0
Travelers Bed & Breakfast, Las Vegas,USA, Urhighness,2.0
Travelers Bed & Breakfast, Las Vegas,USA, John W,6.0
Travelers Bed & Breakfast, Las Vegas,USA, Sueguam,10.0
Travelers Bed & Breakfast, Las Vegas,USA, estephanie a,2.0
Travelers Bed & Breakfast, Las Vegas,USA,leecaston,5.0
Gentry House, New Orleans,USA,Stephanie H,6.0
Gentry House, New Orleans,USA, Jenny K,2.0
Gentry House, New Orleans,USA, Mary P,6.0
Gentry House, New Orleans,USA, Cailey B,10.0
Gentry House, New Orleans,USA, Sheila W,4.0
Gentry House, New Orleans,USA,firebirdinc,3.0
Super 8 by Wyndham New Orleans, New Orleans,USA,Brianna R,8.0
Super 8 by Wyndham New Orleans, New Orleans,USA, Warlocke,10.0
Super 8 by Wyndham New Orleans, New Orleans,USA, 581nicolee,6.0
Super 8 by Wyndham New Orleans, New Orleans,USA, RuffBunny,6.0
Super 8 by Wyndham New Orleans, New Orleans,USA, Nicole,8.0
Super 8 by Wyndham New Orleans, New Orleans,USA,firebirdinc,4.0
Best Western Plus Island Palms Hotel & Marina, San Diego,USA,boutrosralph112,10.0
Best Western Plus Island Palms Hotel & Marina, San Diego,USA, JR T,10.0
Best Western Plus Island Palms Hotel & Marina, San Diego,USA, deano1044,10.0
Best Western Plus Island Palms Hotel & Marina, San Diego,USA, Thomas R,10.0
Best Western Plus Island Palms Hotel & Marina, San Diego,USA, Stephanie,4.0
Best Western Plus Island Palms Hotel & Marina, San Diego,USA,Kylie H,9.0
Loews Regency San Francisco, San Francisco,USA,Mustafa A,2.0
Loews Regency San Francisco, San Francisco,USA, carmenh9393,10.0
Loews Regency San Francisco, San Francisco,USA, TimTravels,10.0
Loews Regency San Francisco, San Francisco,USA, Aneel N,10.0
Loews Regency San Francisco, San Francisco,USA, Roberta O,10.0
Loews Regency San Francisco, San Francisco,USA,leecaston,4.0
Orlando Vacation Villas, Kissimmee,USA,Sarah G,10.0
Orlando Vacation Villas, Kissimmee,USA, lovelifeWales,10.0
Orlando Vacation Villas, Kissimmee,USA, 206lesleyl,10.0
Orlando Vacation Villas, Kissimmee,USA, Janet W,2.0
Orlando Vacation Villas, Kissimmee,USA, Caroline L,8.0
Orlando Vacation Villas, Kissimmee,USA,8Hazel8,6.0
The Plaza, New York City,USA,Bdimarco,10.0
The Plaza, New York City,USA, StephenInWSeattle,10.0
The Plaza, New York City,USA, fahad d,2.0
The Plaza, New York City,USA, Luke W,10.0
The Plaza, New York City,USA, Sam,10.0
The Plaza, New York City,USA,willynellson,3.0
Renaissance Orlando at SeaWorld, Orlando,USA,Andrew S,8.0
Renaissance Orlando at SeaWorld, Orlando,USA, judith j,2.0
Renaissance Orlando at SeaWorld, Orlando,USA, Michel K,6.0
Renaissance Orlando at SeaWorld, Orlando,USA, Andy-cat N,8.0
Renaissance Orlando at SeaWorld, Orlando,USA, Brittany S,10.0
Renaissance Orlando at SeaWorld, Orlando,USA,Filip K,7.0
Tarzana Inn, Los Angeles,USA,Joseph G,8.0
Tarzana Inn, Los Angeles,USA, Ami M,2.0
Tarzana Inn, Los Angeles,USA, David B,10.0
Tarzana Inn, Los Angeles,USA, RoamerCA60,10.0
Tarzana Inn, Los Angeles,USA, Jnorm1966,10.0
Tarzana Inn, Los Angeles,USA,Robert J,1.0
Double Tree by Hilton Hotel Metropolitan New York City, New York City,USA,Tommy D,10.0
Double Tree by Hilton Hotel Metropolitan New York City, New York City,USA, Chef Curry,10.0
Double Tree by Hilton Hotel Metropolitan New York City, New York City,USA, Javier,10.0
Double Tree by Hilton Hotel Metropolitan New York City, New York City,USA, Sheppsrus,6.0
Double Tree by Hilton Hotel Metropolitan New York City, New York City,USA, Judy G,10.0
Double Tree by Hilton Hotel Metropolitan New York City, New York City,USA,firebirdinc,3.0
All American Inn & Suites, Branson,USA,lamphierm,8.0
All American Inn & Suites, Branson,USA, Mark L,8.0
All American Inn & Suites, Branson,USA, Kara G,10.0
All American Inn & Suites, Branson,USA, susan p,10.0
All American Inn & Suites, Branson,USA, Kennyh,10.0
All American Inn & Suites, Branson,USA,karen m,0.0
Hampton Inn Closest to Universal Orlando, Orlando,USA,travelbug181736,8.0
Hampton Inn Closest to Universal Orlando, Orlando,USA, RaquelSMA,10.0
Hampton Inn Closest to Universal Orlando, Orlando,USA, dth32,10.0
Hampton Inn Closest to Universal Orlando, Orlando,USA, fortunatefilms305,10.0
Hampton Inn Closest to Universal Orlando, Orlando,USA, imafoodlover33,10.0
Hampton Inn Closest to Universal Orlando, Orlando,USA,Valerie S,3.0
Ellison Suites, Los Angeles,USA,Meredithg78729,10.0
Ellison Suites, Los Angeles,USA, MNR2020,10.0
Ellison Suites, Los Angeles,USA, Jonathan S,10.0
Ellison Suites, Los Angeles,USA, Julia H,10.0
Ellison Suites, Los Angeles,USA, Gary Sun,10.0
Ellison Suites, Los Angeles,USA,TrailBlazer14740,1.0
Fairmont Dallas, Dallas,USA,SunnySurreyTraveller,6.0
Fairmont Dallas, Dallas,USA, duckcoveboatdog,10.0
Fairmont Dallas, Dallas,USA, greg,8.0
Fairmont Dallas, Dallas,USA, Chris W,10.0
Fairmont Dallas, Dallas,USA, PhyllisBarrier,10.0
Fairmont Dallas, Dallas,USA,firebirdinc,2.0
Alder Hotel, New Orleans,USA,mlm68,10.0
Alder Hotel, New Orleans,USA, Voyager364197,10.0
Alder Hotel, New Orleans,USA, KrisKeith,10.0
Alder Hotel, New Orleans,USA, Tinsley A,8.0
Alder Hotel, New Orleans,USA, MCreamer,10.0
Alder Hotel, New Orleans,USA,leecaston,0.0
The Rossi Hotel, Greater Palm Springs,USA,Randy S,10.0
The Rossi Hotel, Greater Palm Springs,USA, chaka khan’s sister,10.0
The Rossi Hotel, Greater Palm Springs,USA, Acjanis,10.0
The Rossi Hotel, Greater Palm Springs,USA, k95401,10.0
The Rossi Hotel, Greater Palm Springs,USA, Roving05106355354,10.0
The Rossi Hotel, Greater Palm Springs,USA,willynellson,0.0
Courtyard Orlando Lake Buena Vista in the Marriott Village, Orlando,USA,Tee425,10.0
Courtyard Orlando Lake Buena Vista in the Marriott Village, Orlando,USA, Jamie Lynn,10.0
Courtyard Orlando Lake Buena Vista in the Marriott Village, Orlando,USA, Vic,10.0
Courtyard Orlando Lake Buena Vista in the Marriott Village, Orlando,USA, Dave W,8.0
Courtyard Orlando Lake Buena Vista in the Marriott Village, Orlando,USA, NuS1965,8.0
Courtyard Orlando Lake Buena Vista in the Marriott Village, Orlando,USA,DWRockford,6.0
The Inn San Francisco, San Francisco,USA,oregondoc50,10.0
The Inn San Francisco, San Francisco,USA, ChiefShea,10.0
The Inn San Francisco, San Francisco,USA, panamtravelkid,10.0
The Inn San Francisco, San Francisco,USA, Stephanie Koenig,10.0
The Inn San Francisco, San Francisco,USA, Michael B,10.0
The Inn San Francisco, San Francisco,USA,8Hazel8,1.0
Urbanica The Meridian Hotel, Miami Beach,USA,Frank,10.0
Urbanica The Meridian Hotel, Miami Beach,USA, Edwar2c,10.0
Urbanica The Meridian Hotel, Miami Beach,USA, 2013traveldoc,10.0
Urbanica The Meridian Hotel, Miami Beach,USA, Adam B,10.0
Urbanica The Meridian Hotel, Miami Beach,USA, sunajocr,8.0
Urbanica The Meridian Hotel, Miami Beach,USA,Filip K,8.0
Park Terrace Hotel on Bryant Park, New York City,USA,Robert F,10.0
Park Terrace Hotel on Bryant Park, New York City,USA, Catherine A,10.0
Park Terrace Hotel on Bryant Park, New York City,USA, Daniel P,8.0
Park Terrace Hotel on Bryant Park, New York City,USA, Cruiser54694954490,10.0
Park Terrace Hotel on Bryant Park, New York City,USA, maddyhz,10.0
Park Terrace Hotel on Bryant Park, New York City,USA,firebirdinc,1.0
Rockwood Resort, Branson,USA,Holly B,10.0
Rockwood Resort, Branson,USA, juliag553,10.0
Rockwood Resort, Branson,USA, Jennifer R,10.0
Rockwood Resort, Branson,USA, Judy B,10.0
Rockwood Resort, Branson,USA, GO_CARDS_9,10.0
Rockwood Resort, Branson,USA,Vlhq,5.0
Marina Motel, San Francisco,USA,LovesToGardenBucksCounty,10.0
Marina Motel, San Francisco,USA, mccolleen,4.0
Marina Motel, San Francisco,USA, Char G,10.0
Marina Motel, San Francisco,USA, frankiehurst,8.0
Marina Motel, San Francisco,USA, Christine,2.0
Marina Motel, San Francisco,USA,Johan K,3.0
Baymont by Wyndham Houston/Westchase, Houston,USA,judgegator,10.0
Baymont by Wyndham Houston/Westchase, Houston,USA, Ali U,10.0
Baymont by Wyndham Houston/Westchase, Houston,USA, MargotM96,8.0
Baymont by Wyndham Houston/Westchase, Houston,USA, Sara,8.0
Baymont by Wyndham Houston/Westchase, Houston,USA, dmart30959,6.0
Baymont by Wyndham Houston/Westchase, Houston,USA,Vlhq,8.0
Fairmont Washington D.C. Georgetown, Washington DC,USA,MaloneV,10.0
Fairmont Washington D.C. Georgetown, Washington DC,USA, piccolo913,10.0
Fairmont Washington D.C. Georgetown, Washington DC,USA, behealthywithbeth,10.0
Fairmont Washington D.C. Georgetown, Washington DC,USA, Curators2,10.0
Fairmont Washington D.C. Georgetown, Washington DC,USA, Joel C,10.0
Fairmont Washington D.C. Georgetown, Washington DC,USA,karen m,8.0
Fairfield Inn & Suites Branson, Branson,USA,Jennifer S,10.0
Fairfield Inn & Suites Branson, Branson,USA, Dan R,8.0
Fairfield Inn & Suites Branson, Branson,USA, Mountainman827,6.0
Fairfield Inn & Suites Branson, Branson,USA, Cheryl P,10.0
Fairfield Inn & Suites Branson, Branson,USA, Roger G,6.0
Fairfield Inn & Suites Branson, Branson,USA,Johan K,6.0
"Hotel La Jolla, Curio Collection by Hilton", San Diego,USA,45kyle,2.0
"Hotel La Jolla, Curio Collection by Hilton", San Diego,USA, 758lovedisney,10.0
"Hotel La Jolla, Curio Collection by Hilton", San Diego,USA, Hazel A,2.0
"Hotel La Jolla, Curio Collection by Hilton", San Diego,USA, LynnAustin_TX,10.0
"Hotel La Jolla, Curio Collection by Hilton", San Diego,USA, juana v,2.0
"Hotel La Jolla, Curio Collection by Hilton", San Diego,USA,Johan K,8.0
Lava Lodge at Volcano Village, Island of Hawaii,USA,19Agnes61,10.0
Lava Lodge at Volcano Village, Island of Hawaii,USA, KristaTheNetherlands,10.0
Lava Lodge at Volcano Village, Island of Hawaii,USA, Old_Clancy,2.0
Lava Lodge at Volcano Village, Island of Hawaii,USA, Bay_Arean2,8.0
Lava Lodge at Volcano Village, Island of Hawaii,USA, keanasimon,8.0
Lava Lodge at Volcano Village, Island of Hawaii,USA,Mark L,5.0
Tahiti Village, Las Vegas,USA,moonshinerkey,10.0
Tahiti Village, Las Vegas,USA, Brenda K,10.0
Tahiti Village, Las Vegas,USA, Jorge S,10.0
Tahiti Village, Las Vegas,USA, Mattie C,6.0
Tahiti Village, Las Vegas,USA, David K,8.0
Tahiti Village, Las Vegas,USA,Kylie H,0.0
Hotel Gaythering, Miami Beach,USA,Steve H,2.0
Hotel Gaythering, Miami Beach,USA, Todd R,10.0
Hotel Gaythering, Miami Beach,USA, roy nir,10.0
Hotel Gaythering, Miami Beach,USA, Tbikeland,10.0
Hotel Gaythering, Miami Beach,USA, Ettienne R,4.0
Hotel Gaythering, Miami Beach,USA,Caitlin Newlie,9.0
Condos in the Ozarks, Branson,USA,tntharoldson,8.0
Condos in the Ozarks, Branson,USA,Kylie H,2.0
Thompson Washington D.C., Washington DC,USA,LDav,10.0
Thompson Washington D.C., Washington DC,USA, knkalec95,10.0
Thompson Washington D.C., Washington DC,USA, WLB77,10.0
Thompson Washington D.C., Washington DC,USA, martha w,10.0
Thompson Washington D.C., Washington DC,USA,leecaston,6.0
The Brick House Hotel, Branson,USA,Kelly W,10.0
The Brick House Hotel, Branson,USA, Sharon H,10.0
The Brick House Hotel, Branson,USA, Bryan O,8.0
The Brick House Hotel, Branson,USA, CJH218,10.0
The Brick House Hotel, Branson,USA, Kandip09,10.0
The Brick House Hotel, Branson,USA,Ellen S,9.0
Minna Hotel, San Francisco,USA,Monnelle D,2.0
Minna Hotel, San Francisco,USA, Alex Vasquez,6.0
Minna Hotel, San Francisco,USA, Anthony S,6.0
Minna Hotel, San Francisco,USA, Liz S,4.0
Minna Hotel, San Francisco,USA, krashlord,2.0
Minna Hotel, San Francisco,USA,Robert J,4.0
Sunshine Inn of Miami, Miami,USA,Hernandeurquiza,6.0
Sunshine Inn of Miami, Miami,USA,Robert J,6.0
Motel 6 Miami, Miami,USA,Robert M,10.0
Motel 6 Miami, Miami,USA, cstrusa,8.0
Motel 6 Miami, Miami,USA, Robert,10.0
Motel 6 Miami, Miami,USA, Pantelia Spetsiotis,4.0
Motel 6 Miami, Miami,USA, Cindy M,6.0
Motel 6 Miami, Miami,USA,karen m,6.0
Omni Houston Hotel, Houston,USA,bbmf4,6.0
Omni Houston Hotel, Houston,USA, Cristina H,10.0
Omni Houston Hotel, Houston,USA, mlkfjams,4.0
Omni Houston Hotel, Houston,USA, Tim A,2.0
Omni Houston Hotel, Houston,USA, Kaijk,2.0
Omni Houston Hotel, Houston,USA,8Hazel8,7.0
Lotte New York Palace, New York City,USA,CostaTone,10.0
Lotte New York Palace, New York City,USA, Hungry Traveler,10.0
Lotte New York Palace, New York City,USA, wolacambridge,4.0
Lotte New York Palace, New York City,USA, 674richard,10.0
Lotte New York Palace, New York City,USA, koreyh704,10.0
Lotte New York Palace, New York City,USA,Marilyn4me,1.0
Bluebird Suites DC Financial District, Washington DC,USA,Jungleemperor,8.0
Bluebird Suites DC Financial District, Washington DC,USA,Troy T,5.0
Palihotel San Francisco, San Francisco,USA,Hannah M,4.0
Palihotel San Francisco, San Francisco,USA, bubblyfrancesca,8.0
Palihotel San Francisco, San Francisco,USA, mooth,8.0
Palihotel San Francisco, San Francisco,USA, Steph p,4.0
Palihotel San Francisco, San Francisco,USA, miki,10.0
Palihotel San Francisco, San Francisco,USA,Mark L,7.0
Hilton Austin Airport, Austin,USA,tony_coppin2020,6.0
Hilton Austin Airport, Austin,USA, Christopher M,10.0
Hilton Austin Airport, Austin,USA, patriciacB5105YJ,8.0
Hilton Austin Airport, Austin,USA, john C,10.0
Hilton Austin Airport, Austin,USA, lc0urtney,10.0
Hilton Austin Airport, Austin,USA,firebirdinc,6.0
Hotel St. Pierre, New Orleans,USA,Brandon K,8.0
Hotel St. Pierre, New Orleans,USA, Jessica L,10.0
Hotel St. Pierre, New Orleans,USA, Linda,10.0
Hotel St. Pierre, New Orleans,USA, Emmanuel S,10.0
Hotel St. Pierre, New Orleans,USA, sdavis615,10.0
Hotel St. Pierre, New Orleans,USA,karen m,7.0
Orlando / Kissimmee KOA, Kissimmee,USA,Lacie W,10.0
Orlando / Kissimmee KOA, Kissimmee,USA, IrishGK,10.0
Orlando / Kissimmee KOA, Kissimmee,USA, Vanessa P,2.0
Orlando / Kissimmee KOA, Kissimmee,USA, Dave W,10.0
Orlando / Kissimmee KOA, Kissimmee,USA, NY2GA,10.0
Orlando / Kissimmee KOA, Kissimmee,USA,leecaston,1.0
Hyatt Place Austin Downtown, Austin,USA,HELMEMAN,6.0
Hyatt Place Austin Downtown, Austin,USA, Jose F,10.0
Hyatt Place Austin Downtown, Austin,USA, venkallu,8.0
Hyatt Place Austin Downtown, Austin,USA, gittel h,10.0
Hyatt Place Austin Downtown, Austin,USA, Lynn Z,10.0
Hyatt Place Austin Downtown, Austin,USA,TrailBlazer14740,3.0
Hotel Vertigo, San Francisco,USA,degen1,10.0
Hotel Vertigo, San Francisco,USA, christiinathatgirl,10.0
Hotel Vertigo, San Francisco,USA, YannisPapavasileiou,10.0
Hotel Vertigo, San Francisco,USA, NgaThu,10.0
Hotel Vertigo, San Francisco,USA, amyN4344JR,8.0
Hotel Vertigo, San Francisco,USA,8Hazel8,3.0
NOPSI Hotel New Orleans, New Orleans,USA,Angela F,10.0
