hotel,city,nation,reviewer,vote
Casa Dei Mercanti,Lecce,Italia, vicarioma,8.0
Casa Dei Mercanti,Lecce,Italia, Tellimarco,10.0
Casa Dei Mercanti,Lecce,Italia, spock d,10.0
Casa Dei Mercanti,Lecce,Italia, katya k,10.0
Casa Dei Mercanti,Lecce,Italia,Salvatore S,2.0
Sleep & Fly,Via de la Birra 37,Italia,Veronica,10.0
Sleep & Fly,Via de la Birra 37,Italia, fedesail,8.0
Sleep & Fly,Via de la Birra 37,Italia, daniela t,10.0
Sleep & Fly,Via de la Birra 37,Italia, Simone M,10.0
Sleep & Fly,Via de la Birra 37,Italia, Andrea_FI_11,10.0
Sleep & Fly,Via de la Birra 37,Italia,laura p,3.0
Camping Pineta Club, Parco Nazionale del Cilento e Vallo di Diano,Italia,Supertramp62,2.0
Camping Pineta Club, Parco Nazionale del Cilento e Vallo di Diano,Italia, sunnyclub,10.0
Camping Pineta Club, Parco Nazionale del Cilento e Vallo di Diano,Italia, aldotour,8.0
Camping Pineta Club, Parco Nazionale del Cilento e Vallo di Diano,Italia, Salvatore V,10.0
Camping Pineta Club, Parco Nazionale del Cilento e Vallo di Diano,Italia, Nico E,10.0
Camping Pineta Club, Parco Nazionale del Cilento e Vallo di Diano,Italia,Azhaar A,1.0
Hotel San Francesco al Monte,Napoli,Italia,Vincj1992,10.0
Hotel San Francesco al Monte,Napoli,Italia, Giustina C,8.0
Hotel San Francesco al Monte,Napoli,Italia, michele f,4.0
Hotel San Francesco al Monte,Napoli,Italia, Giulia,10.0
Hotel San Francesco al Monte,Napoli,Italia, Dem985,10.0
Hotel San Francesco al Monte,Napoli,Italia,Mario Cartello,1.0
Le Stanze del Carro,Via del Carro 11,Italia,antonicco,10.0
Le Stanze del Carro,Via del Carro 11,Italia, Silvia.cocco,8.0
Le Stanze del Carro,Via del Carro 11,Italia, conte56,2.0
Le Stanze del Carro,Via del Carro 11,Italia, Agnese G,2.0
