hotel,city,nation,reviewer,vote
Hôtel Kyriad Centre Gare,Colmar,France, Dominique B,6.0
Hôtel Kyriad Centre Gare,Colmar,France, Gerome B,6.0
Hôtel Kyriad Centre Gare,Colmar,France,Maryne G,3.0
Castellamare,Deauville,France,Giovanna Lbc,10.0
Castellamare,Deauville,France, jio43,10.0
Castellamare,Deauville,France, Joyeux-lurons,8.0
Castellamare,Deauville,France, Niniiee,10.0
Castellamare,Deauville,France, Farah B,8.0
Castellamare,Deauville,France,jean michel d,5.0
Hotel Le Relais Pictave,Poitiers,France,Alain D,6.0
Hotel Le Relais Pictave,Poitiers,France, Gaelle D,6.0
Hotel Le Relais Pictave,Poitiers,France, Cindy L,8.0
Hotel Le Relais Pictave,Poitiers,France, Sylvain G,8.0
Hotel Le Relais Pictave,Poitiers,France, SCBB30,8.0
Hotel Le Relais Pictave,Poitiers,France,JEAN-JACQUESAVIS,8.0
Résidence Au Pitot,nan,France,jolafrite,8.0
Résidence Au Pitot,nan,France, Corinne,2.0
Résidence Au Pitot,nan,France, Amandine S,8.0
Résidence Au Pitot,nan,France, Paupau V,10.0
Résidence Au Pitot,nan,France, Céline P,10.0
Résidence Au Pitot,nan,France,Nathalie Hann,9.0
biarritz camping,nan,France,sivouvoule,10.0
biarritz camping,nan,France, pem852019,4.0
biarritz camping,nan,France, nthony2019,8.0
biarritz camping,nan,France, frederiqueillede2019,8.0
biarritz camping,nan,France, bernardbonnier6,8.0
biarritz camping,nan,France,Infrequentluncher,7.0
Chalet Chantelouve,"['Les', '2']",France,Rob1106,4.0
Chalet Chantelouve,"['Les', '2']",France, Quiche L,4.0
Chalet Chantelouve,"['Les', '2']",France, josemmm,2.0
Chalet Chantelouve,"['Les', '2']",France,allocmoikar1,1.0
Golden Tulip Reims L Univers,Reims,France,Mutelet,4.0
Golden Tulip Reims L Univers,Reims,France, loulourasta,8.0
Golden Tulip Reims L Univers,Reims,France, Angel M,8.0
Golden Tulip Reims L Univers,Reims,France, Garoupe,6.0
Golden Tulip Reims L Univers,Reims,France, Vcommevero,6.0
Golden Tulip Reims L Univers,Reims,France,acaciasabina,9.0
Les Papillons,Amiens,France,lairange,10.0
Les Papillons,Amiens,France, Emeric d,10.0
Les Papillons,Amiens,France, Julien L,10.0
Les Papillons,Amiens,France, hotelmarceau,10.0
Les Papillons,Amiens,France, Julien L,10.0
Les Papillons,Amiens,France,jean michel d,7.0
Annapurna,['Les'],France,caroline m,10.0
Annapurna,['Les'],France,Loic D,8.0
Appart'City Confort Marne la Vallée,Marne-la-Vallée,France,Boubou34,10.0
Appart'City Confort Marne la Vallée,Marne-la-Vallée,France, JessWil2607,8.0
Appart'City Confort Marne la Vallée,Marne-la-Vallée,France, Sandrine B,8.0
Appart'City Confort Marne la Vallée,Marne-la-Vallée,France, Kévin V,6.0
Appart'City Confort Marne la Vallée,Marne-la-Vallée,France, Anne-marie,6.0
Appart'City Confort Marne la Vallée,Marne-la-Vallée,France,acaciasabina,7.0
Les Patios,Rennes,France,BA53,10.0
Les Patios,Rennes,France, kersoneva,10.0
Les Patios,Rennes,France, shannon502017,10.0
Les Patios,Rennes,France, Leon Claude D,10.0
Les Patios,Rennes,France, Al K,10.0
Les Patios,Rennes,France,Marie G,3.0
Ibis Styles Clermont Ferrand Le Brezet Aeroport,Clermont-Ferrand,France,alteude,6.0
Ibis Styles Clermont Ferrand Le Brezet Aeroport,Clermont-Ferrand,France, lapoubladeguy,8.0
Ibis Styles Clermont Ferrand Le Brezet Aeroport,Clermont-Ferrand,France, dberthel,8.0
Ibis Styles Clermont Ferrand Le Brezet Aeroport,Clermont-Ferrand,France, lweissgerber,6.0
Ibis Styles Clermont Ferrand Le Brezet Aeroport,Clermont-Ferrand,France, alainsergezarli,10.0
Ibis Styles Clermont Ferrand Le Brezet Aeroport,Clermont-Ferrand,France,Nico0987,5.0
Un Lieu Unique,Annecy,France,Romo,10.0
Un Lieu Unique,Annecy,France, Pierre B,8.0
Un Lieu Unique,Annecy,France, Diegmel,4.0
Un Lieu Unique,Annecy,France, Voyage779636,4.0
Un Lieu Unique,Annecy,France, julie16683,2.0
Un Lieu Unique,Annecy,France,Herens47,5.0
Camping de l'Ile d'Or,Amboise,France,Loic et Mathilde,6.0
Camping de l'Ile d'Or,Amboise,France, egnalos,8.0
Camping de l'Ile d'Or,Amboise,France, Rémi M,4.0
Camping de l'Ile d'Or,Amboise,France, Chouch12,8.0
Camping de l'Ile d'Or,Amboise,France, lolosergiomath,8.0
Camping de l'Ile d'Or,Amboise,France,Martial D,0.0
Club Med Les Arcs Panorama,"['Bourg', 'Saint']",France,Meidi,10.0
Club Med Les Arcs Panorama,"['Bourg', 'Saint']",France, Chloé M,10.0
Club Med Les Arcs Panorama,"['Bourg', 'Saint']",France, Guillaume34,10.0
Club Med Les Arcs Panorama,"['Bourg', 'Saint']",France, Patrick R,10.0
Club Med Les Arcs Panorama,"['Bourg', 'Saint']",France, Ophélie B,10.0
Club Med Les Arcs Panorama,"['Bourg', 'Saint']",France,Marie-Pierre P,2.0
Au Moulin de Bel Air,Brest,France,Maryah18,8.0
Au Moulin de Bel Air,Brest,France, OLIVIER C,2.0
Au Moulin de Bel Air,Brest,France, romantique2009,8.0
Au Moulin de Bel Air,Brest,France, Derek M,2.0
Au Moulin de Bel Air,Brest,France,lferrari2019,6.0
Maison Ailleurs,Chartres,France,AlbComte,10.0
Maison Ailleurs,Chartres,France, imallett,10.0
Maison Ailleurs,Chartres,France, ccghost,10.0
Maison Ailleurs,Chartres,France, nathalie d,10.0
Maison Ailleurs,Chartres,France, adeline b,10.0
Maison Ailleurs,Chartres,France,Marie-Pierre P,4.0
Camping Huttopia Bourg-St-Maurice,"['Bourg', 'Saint']",France,Katia B,10.0
Camping Huttopia Bourg-St-Maurice,"['Bourg', 'Saint']",France, Veronique L,10.0
Camping Huttopia Bourg-St-Maurice,"['Bourg', 'Saint']",France, Megane F,2.0
Camping Huttopia Bourg-St-Maurice,"['Bourg', 'Saint']",France, francoisedu78,8.0
Camping Huttopia Bourg-St-Maurice,"['Bourg', 'Saint']",France, total935,4.0
Camping Huttopia Bourg-St-Maurice,"['Bourg', 'Saint']",France,Herens47,3.0
L'Auberge Provencale,nan,France,Helene V,10.0
L'Auberge Provencale,nan,France, labaronne194,8.0
L'Auberge Provencale,nan,France, liomineur,8.0
L'Auberge Provencale,nan,France, estelou,10.0
L'Auberge Provencale,nan,France, Alex,10.0
L'Auberge Provencale,nan,France,Nathalie Hann,3.0
Les Restanques du Carré Beauchêne,nan,France,Christophe F,10.0
Les Restanques du Carré Beauchêne,nan,France, mousclub,10.0
Les Restanques du Carré Beauchêne,nan,France, Loulou,10.0
Les Restanques du Carré Beauchêne,nan,France, yasmine,10.0
Les Restanques du Carré Beauchêne,nan,France, Ramzon69,10.0
Les Restanques du Carré Beauchêne,nan,France,Nico0987,8.0
Château de Rémicourt,Nancy,France,Léonard C,8.0
Château de Rémicourt,Nancy,France, Muirgheal L,10.0
Château de Rémicourt,Nancy,France, Marie-Do C,10.0
Château de Rémicourt,Nancy,France, Juliette D,8.0
Château de Rémicourt,Nancy,France, Jean-Baka D,8.0
Château de Rémicourt,Nancy,France,Loic D,4.0
La Terrasse de Sainte Anne,Amiens,France,_lisa_bourlet,8.0
La Terrasse de Sainte Anne,Amiens,France, spinalex,2.0
La Terrasse de Sainte Anne,Amiens,France,Infrequentluncher,5.0
Au Son des Guitares,Corse,France,りらっこ55,6.0
Au Son des Guitares,Corse,France,Herens47,5.0
Hotel l'Ecuyer,Saumur,France,Kevin,2.0
Hotel l'Ecuyer,Saumur,France, Stéphanie64600,8.0
Hotel l'Ecuyer,Saumur,France, Deborah L,2.0
Hotel l'Ecuyer,Saumur,France, MD B,10.0
Hotel l'Ecuyer,Saumur,France, Train54,8.0
Hotel l'Ecuyer,Saumur,France,JEAN-JACQUESAVIS,9.0
Belambra Clubs - Les Jasmins et Le Clavary,Grasse,France,LightPacker632319,10.0
Belambra Clubs - Les Jasmins et Le Clavary,Grasse,France, brunolarnaudie,6.0
Belambra Clubs - Les Jasmins et Le Clavary,Grasse,France, Kate,6.0
Belambra Clubs - Les Jasmins et Le Clavary,Grasse,France, zizou3133,8.0
Belambra Clubs - Les Jasmins et Le Clavary,Grasse,France, Jennifer guendouz,10.0
Belambra Clubs - Les Jasmins et Le Clavary,Grasse,France,Chattequeen,8.0
Tilleul Plaza Residence,nan,France,964elsap,8.0
Tilleul Plaza Residence,nan,France, cookie59000,2.0
Tilleul Plaza Residence,nan,France, Cookie1900,4.0
Tilleul Plaza Residence,nan,France, isalachouette,8.0
Tilleul Plaza Residence,nan,France, Rdavid91120,8.0
Tilleul Plaza Residence,nan,France,Marie G,1.0
Residence St Francois,Corse,France,veronique m,4.0
Residence St Francois,Corse,France, jo7171960,6.0
Residence St Francois,Corse,France, Cricri,6.0
Residence St Francois,Corse,France, Jocya L,8.0
Residence St Francois,Corse,France, Marjorie A,8.0
Residence St Francois,Corse,France,acaciasabina,9.0
