hotel,city,nation,reviewer,vote
Green Dragon Inn,Yorkshire,England, Tom L,10.0
Green Dragon Inn,Yorkshire,England, 28kath60,4.0
Green Dragon Inn,Yorkshire,England, Anna G,2.0
Green Dragon Inn,Yorkshire,England,Steve W,6.0
Green Dragon Inn,Yorkshire,England,ivan,2.0
Green Dragon Inn,Yorkshire,England,Glenda C,4.0
OYO Palatine Hotel,Liverpool,England,KellyH,10.0
OYO Palatine Hotel,Liverpool,England, tasha2301,8.0
OYO Palatine Hotel,Liverpool,England, 206pato,10.0
OYO Palatine Hotel,Liverpool,England, Explorer664464,10.0
OYO Palatine Hotel,Liverpool,England, Laura Bassett,10.0
OYO Palatine Hotel,Liverpool,England,rachielou74,8.0
OYO Palatine Hotel,Liverpool,England,Steve W,3.0
OYO Palatine Hotel,Liverpool,England,Chris P,5.0
Blacksmiths Arms Inn,Scarborough,England,Watfordgap1,8.0
Blacksmiths Arms Inn,Scarborough,England, frequentflyer017,6.0
Blacksmiths Arms Inn,Scarborough,England, celinat506,2.0
Blacksmiths Arms Inn,Scarborough,England, sperrinfamilycas,10.0
Blacksmiths Arms Inn,Scarborough,England, Jonny F,8.0
Blacksmiths Arms Inn,Scarborough,England,SuttonScouser,6.0
Blacksmiths Arms Inn,Scarborough,England,ericgreenhalgh,6.0
Blacksmiths Arms Inn,Scarborough,England,SuttonScouser,5.0
easyHotel Liverpool City Centre,Liverpool,England,eward143465,10.0
easyHotel Liverpool City Centre,Liverpool,England, Keiren,2.0
easyHotel Liverpool City Centre,Liverpool,England, patty444,8.0
easyHotel Liverpool City Centre,Liverpool,England, lharri169632,2.0
easyHotel Liverpool City Centre,Liverpool,England, Henri Koskinen,10.0
easyHotel Liverpool City Centre,Liverpool,England,Bibi Z,6.0
easyHotel Liverpool City Centre,Liverpool,England,ericgreenhalgh,6.0
easyHotel Liverpool City Centre,Liverpool,England,amigo123,1.0
Langal Bed and Breakfast,Carbost,England,pollylei,10.0
Langal Bed and Breakfast,Carbost,England, Simon B,10.0
Langal Bed and Breakfast,Carbost,England, Karina C,10.0
Langal Bed and Breakfast,Carbost,England, TimNR,10.0
Langal Bed and Breakfast,Carbost,England, TravelSabbatical2017,10.0
Langal Bed and Breakfast,Carbost,England,Chris P,2.0
Langal Bed and Breakfast,Carbost,England,amigo123,4.0
Langal Bed and Breakfast,Carbost,England,Rachel7Mary7ū,3.0
The Lamb Inn,Peak,England,Silverfox468,10.0
The Lamb Inn,Peak,England, MandP20NJ17,10.0
The Lamb Inn,Peak,England, Laura W,10.0
The Lamb Inn,Peak,England, Alison,10.0
The Lamb Inn,Peak,England, Janet C,4.0
The Lamb Inn,Peak,England,ivan,7.0
The Lamb Inn,Peak,England,rachielou74,7.0
The Lamb Inn,Peak,England,NorthStar,7.0
Grassmarket Hotel,Edinburgh,England,Andrew G,8.0
Grassmarket Hotel,Edinburgh,England, c0lins1971,8.0
Grassmarket Hotel,Edinburgh,England, Emobile24,8.0
Grassmarket Hotel,Edinburgh,England, paul P,10.0
Grassmarket Hotel,Edinburgh,England, JohnS10c,8.0
Grassmarket Hotel,Edinburgh,England,Lisa433,6.0
Grassmarket Hotel,Edinburgh,England,rachielou74,4.0
Grassmarket Hotel,Edinburgh,England,Rachel7Mary7ū,3.0
The Old Dairy Farm,Yorkshire,England,Coops1986,10.0
The Old Dairy Farm,Yorkshire,England, ianboardman64,10.0
The Old Dairy Farm,Yorkshire,England, kathyb612015,10.0
The Old Dairy Farm,Yorkshire,England, mossyme,10.0
The Old Dairy Farm,Yorkshire,England, Tony R,10.0
The Old Dairy Farm,Yorkshire,England,SamAnderson1987,7.0
The Old Dairy Farm,Yorkshire,England,Kelly,0.0
The Old Dairy Farm,Yorkshire,England,Phillcervantes,0.0
The Hoxton Southwark,London,England,AndyandOros,10.0
The Hoxton Southwark,London,England, Deith,10.0
The Hoxton Southwark,London,England, Asienkenner_1,8.0
The Hoxton Southwark,London,England, BkMaj,10.0
The Hoxton Southwark,London,England, David64213,10.0
The Hoxton Southwark,London,England,Glenda C,3.0
The Hoxton Southwark,London,England,Lisa433,9.0
The Hoxton Southwark,London,England,Rachel7Mary7ū,9.0
Beckermonds Holiday Cottages,Buckden,England,CinderhillDebs,10.0
Beckermonds Holiday Cottages,Buckden,England, hayley m,10.0
Beckermonds Holiday Cottages,Buckden,England, _triciamc156,10.0
Beckermonds Holiday Cottages,Buckden,England, jaywvogt,10.0
Beckermonds Holiday Cottages,Buckden,England, azo,10.0
Beckermonds Holiday Cottages,Buckden,England,SamAnderson1987,4.0
Beckermonds Holiday Cottages,Buckden,England,Glenda C,2.0
Beckermonds Holiday Cottages,Buckden,England,Kelly,5.0
The Oxnoble,Manchester,England,Pancho308,6.0
The Oxnoble,Manchester,England, Thedelaine,8.0
The Oxnoble,Manchester,England, Bjornar H,10.0
The Oxnoble,Manchester,England, Stephaniedawson,10.0
The Oxnoble,Manchester,England, markiemarkmark,10.0
The Oxnoble,Manchester,England,Paul210668,4.0
The Oxnoble,Manchester,England,rachielou74,9.0
The Oxnoble,Manchester,England,Glenda C,3.0
Tay Villa,Inverness,England,Ariari2014,10.0
Tay Villa,Inverness,England, Ester,6.0
Tay Villa,Inverness,England, Verhey A,2.0
Tay Villa,Inverness,England, Kirsty R,10.0
Tay Villa,Inverness,England, judithmyothername,8.0
Tay Villa,Inverness,England,rachielou74,0.0
Tay Villa,Inverness,England,ericgreenhalgh,2.0
Tay Villa,Inverness,England,Glenda C,8.0
The Inn on the Mile,Edinburgh,England,Ann W,8.0
The Inn on the Mile,Edinburgh,England, robyncci,10.0
The Inn on the Mile,Edinburgh,England, Tourist278092,8.0
The Inn on the Mile,Edinburgh,England, Teresa P,8.0
The Inn on the Mile,Edinburgh,England, naomi-a,10.0
The Inn on the Mile,Edinburgh,England,Paul210668,1.0
The Inn on the Mile,Edinburgh,England,NorthStar,1.0
The Inn on the Mile,Edinburgh,England,traveller1,1.0
Riverside Guest House Bed and Breakfast,Loch,England,janet g,10.0
Riverside Guest House Bed and Breakfast,Loch,England, Bruce M,8.0
Riverside Guest House Bed and Breakfast,Loch,England, Clunmaen,10.0
Riverside Guest House Bed and Breakfast,Loch,England, Farmerswife40,6.0
Riverside Guest House Bed and Breakfast,Loch,England, Adventurecurls,8.0
Riverside Guest House Bed and Breakfast,Loch,England,traveller1,3.0
Riverside Guest House Bed and Breakfast,Loch,England,ivan,4.0
Riverside Guest House Bed and Breakfast,Loch,England,amigo123,4.0
Clearly Holiday Apartments,York,England,Quinny1403,10.0
Clearly Holiday Apartments,York,England, Sarah H,8.0
Clearly Holiday Apartments,York,England, Olivia,10.0
Clearly Holiday Apartments,York,England, Nin100,10.0
Clearly Holiday Apartments,York,England, Judith G,8.0
Clearly Holiday Apartments,York,England,traveller1,3.0
Clearly Holiday Apartments,York,England,NorthStar,5.0
Clearly Holiday Apartments,York,England,Bibi Z,3.0
Hotel Maria,Sandown,England,John,8.0
Hotel Maria,Sandown,England, deniseedgar,6.0
Hotel Maria,Sandown,England, Dave,10.0
Hotel Maria,Sandown,England, Angela N,6.0
Hotel Maria,Sandown,England, Departure775431,6.0
Hotel Maria,Sandown,England,Bibi Z,6.0
Hotel Maria,Sandown,England,Stephen D,9.0
Hotel Maria,Sandown,England,Bibi Z,9.0
The Avenue club & lodge,Birmingham,England,Decreenisi,10.0
The Avenue club & lodge,Birmingham,England, Alex Reddick,4.0
The Avenue club & lodge,Birmingham,England, futuroespanol,2.0
The Avenue club & lodge,Birmingham,England, Paulmillie646,8.0
The Avenue club & lodge,Birmingham,England, Amir R,2.0
The Avenue club & lodge,Birmingham,England,Kelly,4.0
The Avenue club & lodge,Birmingham,England,NorthStar,0.0
The Avenue club & lodge,Birmingham,England,amigo123,0.0
Dartmoor Shepherds Huts,Dartmoor,England,APC,4.0
Dartmoor Shepherds Huts,Dartmoor,England, Sara,6.0
Dartmoor Shepherds Huts,Dartmoor,England, MisssKariela,4.0
Dartmoor Shepherds Huts,Dartmoor,England, treew0rker,2.0
Dartmoor Shepherds Huts,Dartmoor,England, Sarah S,10.0
Dartmoor Shepherds Huts,Dartmoor,England,Chris P,1.0
Dartmoor Shepherds Huts,Dartmoor,England,amigo123,6.0
Dartmoor Shepherds Huts,Dartmoor,England,Kelly,5.0
Mostyn Cottage,Dolgellau,England,David T,10.0
Mostyn Cottage,Dolgellau,England, jimmykrankie2018,10.0
Mostyn Cottage,Dolgellau,England, Helen. R,10.0
Mostyn Cottage,Dolgellau,England, Jane U,10.0
Mostyn Cottage,Dolgellau,England, Voyage641014,10.0
Mostyn Cottage,Dolgellau,England,Glenda C,4.0
Mostyn Cottage,Dolgellau,England,Rachel7Mary7ū,4.0
Mostyn Cottage,Dolgellau,England,Glenda C,4.0
North Barn Hebden,Grassington,England,norton,10.0
North Barn Hebden,Grassington,England, Trevor D,10.0
North Barn Hebden,Grassington,England, PaulCheryl85,10.0
North Barn Hebden,Grassington,England, Rhino1954,10.0
North Barn Hebden,Grassington,England, JB-UK,10.0
