hotel,city,nation,reviewer,vote
Days Inn Frontier E'meishan,Emeishan,China, iapc,2.0
Days Inn Frontier E'meishan,Emeishan,China, Janet T,8.0
Days Inn Frontier E'meishan,Emeishan,China, A TripAdvisor Member,6.0
Days Inn Frontier E'meishan,Emeishan,China,Iossif S,9.0
Qiguo Hotel,Zibo,China,A TripAdvisor Member,8.0
Qiguo Hotel,Zibo,China, A TripAdvisor Member,8.0
Qiguo Hotel,Zibo,China, A TripAdvisor Member,8.0
Qiguo Hotel,Zibo,China,wewid,2.0
Jinli Yinshe Inn,Wenzhou,China,Maria Z,8.0
Jinli Yinshe Inn,Wenzhou,China,ArmyRangeratMIT,1.0
Yajun Hotel,Changzhou,China,A TripAdvisor Member,10.0
Yajun Hotel,Changzhou,China, A TripAdvisor Member,6.0
Yajun Hotel,Changzhou,China,Nishant P,0.0
Ibis Styles  WuYi Square,Fuzhou,China,A TripAdvisor Member,6.0
Ibis Styles  WuYi Square,Fuzhou,China, A TripAdvisor Member,8.0
Ibis Styles  WuYi Square,Fuzhou,China,TravellingApe,3.0
Aier 99 Business Hotel,Liuzhou,China,A TripAdvisor Member,10.0
Aier 99 Business Hotel,Liuzhou,China, A TripAdvisor Member,8.0
Aier 99 Business Hotel,Liuzhou,China,andresmsv1,7.0
Gongshang Guesthouse,Shijiazhuang,China,RDI_13,8.0
Gongshang Guesthouse,Shijiazhuang,China, A TripAdvisor Member,10.0
Gongshang Guesthouse,Shijiazhuang,China, A TripAdvisor Member,8.0
Gongshang Guesthouse,Shijiazhuang,China, A TripAdvisor Member,2.0
Gongshang Guesthouse,Shijiazhuang,China,xyz0030,9.0
Atour Hotel Taiyuan Longcheng Street,Taiyuan,China,A TripAdvisor Member,10.0
Atour Hotel Taiyuan Longcheng Street,Taiyuan,China, LorraineA4,2.0
Atour Hotel Taiyuan Longcheng Street,Taiyuan,China, jonshanghai,10.0
Atour Hotel Taiyuan Longcheng Street,Taiyuan,China, David J,8.0
Atour Hotel Taiyuan Longcheng Street,Taiyuan,China,A TripAdvisor Member,3.0
Fortune Old-canal Hotel (Wuxi Tongjiang),Wuxi,China,SC55E,6.0
Fortune Old-canal Hotel (Wuxi Tongjiang),Wuxi,China, Eric Z,8.0
Fortune Old-canal Hotel (Wuxi Tongjiang),Wuxi,China, badmire,10.0
Fortune Old-canal Hotel (Wuxi Tongjiang),Wuxi,China,TravelingM2,8.0
Jinse Nandu International Hotel,Changzhou,China,funmi98,10.0
Jinse Nandu International Hotel,Changzhou,China,Darrenmv,7.0
Xindi Hotel,Changsha,China,A TripAdvisor Member,6.0
Xindi Hotel,Changsha,China,TravelingM2,1.0
Hongcun Yizhan,Yi,China,A TripAdvisor Member,8.0
Hongcun Yizhan,Yi,China,TravelingM2,7.0
Youmin Zhijia Hotel,Jinghong,China,A TripAdvisor Member,10.0
Youmin Zhijia Hotel,Jinghong,China,jsctraveler,8.0
Hong Ge Er Hotel,Hohhot,China,A TripAdvisor Member,8.0
Hong Ge Er Hotel,Hohhot,China,ArmyRangeratMIT,5.0
Hua'an Hotel,Tai'an,China,A TripAdvisor Member,8.0
Hua'an Hotel,Tai'an,China,jsctraveler,8.0
Shiman Hotel Huangshan Tunxi Old Street,Huangshan,China,Travis,10.0
Shiman Hotel Huangshan Tunxi Old Street,Huangshan,China,andresmsv1,6.0
Mianyang Yi Shan Xing Chen Hotel,Mianyang,China,A TripAdvisor Member,6.0
Mianyang Yi Shan Xing Chen Hotel,Mianyang,China,Pavel D,7.0
Dianli Hotel,Xiangyang,China,A TripAdvisor Member,8.0
Dianli Hotel,Xiangyang,China, A TripAdvisor Member,8.0
Dianli Hotel,Xiangyang,China, A TripAdvisor Member,8.0
Dianli Hotel,Xiangyang,China, A TripAdvisor Member,8.0
Dianli Hotel,Xiangyang,China, A TripAdvisor Member,8.0
Dianli Hotel,Xiangyang,China,WizardOfSussex,0.0
Jinsheng Hotel,Xichang,China,A TripAdvisor Member,6.0
Jinsheng Hotel,Xichang,China,jsctraveler,2.0
Zhengxiang Business Hostel,Dunhuang,China,A TripAdvisor Member,8.0
Zhengxiang Business Hostel,Dunhuang,China,A TripAdvisor Member,2.0
Hailing Island Hengda Haishang Xiaweiyi Holiday Fengguang Apartment Hotel,Yangjiang,China,A TripAdvisor Member,6.0
Hailing Island Hengda Haishang Xiaweiyi Holiday Fengguang Apartment Hotel,Yangjiang,China,jsctraveler,1.0
Qingyuan old House,Wuyuan,China,A TripAdvisor Member,10.0
